Ref_Date,GEO,WHEAT,Vector,Coordinate,Value
2004/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,165.000
2004/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,171.000
2004/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,166.000
2004/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,210.000
2004/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,186.000
2004/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,194.000
2004/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,187.000
2004/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,189.000
2004/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,182.000
2005/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,187.000
2005/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,172.000
2005/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,183.000
2005/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,178.000
2005/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,192.000
2005/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,194.000
2005/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,189.000
2005/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,211.000
2005/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,207.000
2005/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,205.000
2005/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,198.000
2005/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,176.000
2006/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,175.000
2006/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,154.000
2006/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,176.000
2006/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,157.000
2006/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,190.000
2006/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,191.000
2006/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,185.000
2006/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,203.000
2006/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,190.000
2006/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,208.000
2006/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,198.000
2006/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,180.000
2007/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,180.000
2007/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,165.000
2007/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,177.000
2007/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,166.000
2007/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,174.000
2007/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,179.000
2007/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,179.000
2007/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,189.000
2007/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,170.000
2007/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,174.000
2007/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,182.000
2007/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,165.000
2008/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,169.000
2008/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,156.000
2008/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,156.000
2008/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,166.000
2008/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,164.000
2008/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,165.000
2008/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,173.000
2008/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,160.000
2008/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,165.000
2008/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,172.000
2008/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,161.000
2008/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,159.000
2009/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,160.000
2009/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,147.000
2009/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,165.000
2009/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,162.000
2009/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,164.000
2009/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,175.000
2009/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,179.000
2009/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,174.000
2009/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,178.000
2009/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,181.000
2009/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,174.000
2009/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,172.000
2010/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,167.000
2010/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,156.000
2010/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,171.000
2010/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,166.000
2010/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,166.000
2010/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,182.000
2010/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,175.000
2010/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,180.000
2010/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,175.000
2010/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,176.000
2010/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,181.000
2010/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,167.000
2011/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,167.000
2011/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,152.000
2011/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,180.000
2011/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,163.000
2011/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,171.000
2011/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,178.000
2011/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,177.000
2011/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,190.000
2011/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,179.000
2011/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,174.000
2011/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,176.000
2011/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,162.000
2012/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,162.000
2012/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,153.000
2012/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,166.000
2012/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,155.000
2012/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,164.000
2012/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,167.000
2012/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,173.000
2012/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,175.000
2012/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,170.000
2012/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,179.000
2012/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,169.000
2012/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,153.000
2013/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,162.000
2013/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,140.000
2013/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,149.000
2013/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,152.000
2013/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,164.000
2013/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,154.000
2013/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,162.000
2013/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,166.000
2013/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,168.000
2013/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,176.000
2013/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,165.000
2013/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,148.000
2014/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,171.000
2014/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,148.000
2014/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,153.000
2014/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,171.000
2014/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,178.000
2014/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,176.000
2014/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,193.000
2014/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,181.000
2014/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,178.000
2014/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,187.000
2014/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,172.000
2014/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,172.000
2015/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,183.000
2015/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,155.000
2015/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,181.000
2015/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,164.000
2015/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,176.000
2015/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,189.000
2015/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,187.000
2015/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,180.000
2015/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,195.000
2015/10,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,195.000
2015/11,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,184.000
2015/12,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,179.000
2016/01,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,173.000
2016/02,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,171.000
2016/03,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,174.000
2016/04,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,172.000
2016/05,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,178.000
2016/06,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,186.000
2016/07,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,181.000
2016/08,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,191.000
2016/09,Canada,"Western red spring wheat milled (x 1,000)",v41294754,1.2,193.000
1995/08,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,14.000
1995/09,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,16.000
1995/10,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,17.000
1995/11,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,19.000
1995/12,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,14.000
1996/01,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,17.000
1996/02,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,20.000
1996/03,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,20.000
1996/04,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,17.000
1996/05,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,19.000
1996/06,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,19.000
1996/07,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,15.000
1996/08,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,17.000
1996/09,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,17.000
1996/10,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,19.000
1996/11,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,20.000
1996/12,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,14.000
1997/01,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,20.000
1997/02,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,20.000
1997/03,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,19.000
1997/04,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,15.000
1997/05,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,18.000
1997/06,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,19.000
1997/07,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,14.000
1997/08,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,22.000
1997/09,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
1997/10,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,26.000
1997/11,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,26.000
1997/12,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,19.000
1998/01,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
1998/02,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
1998/03,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,22.000
1998/04,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,19.000
1998/05,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,21.000
1998/06,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,22.000
1998/07,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,20.000
1998/08,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,22.000
1998/09,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,24.000
1998/10,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
1998/11,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,25.000
1998/12,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,22.000
1999/01,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
1999/02,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
1999/03,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,22.000
1999/04,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,21.000
1999/05,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,21.000
1999/06,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,21.000
1999/07,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,20.000
1999/08,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,1.000
1999/09,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,1.000
1999/10,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,1.000
1999/11,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,2.000
1999/12,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,2.000
2000/01,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,1.000
2000/02,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,2.000
2000/03,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,1.000
2000/04,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,1.000
2000/05,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,1.000
2000/06,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,2.000
2000/07,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,1.000
2000/08,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
2000/09,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,25.000
2000/10,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,25.000
2000/11,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,27.000
2000/12,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
2001/01,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,25.000
2001/02,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,30.000
2001/03,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,28.000
2001/04,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,20.000
2001/05,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,24.000
2001/06,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,22.000
2001/07,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
2001/08,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,23.000
2001/09,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,24.000
2001/10,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,25.000
2001/11,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,26.000
2001/12,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,22.000
2002/01,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,25.000
2002/02,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,25.000
2002/03,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,25.000
2002/04,Canada,"Western amber durum wheat milled (x 1,000)",v41294755,1.3,21.000
