Ref_Date,GEO,PROD,AREA,EST,Vector,Coordinate,Value
2015,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square feet,v52221003,6.1.5.2,x
2007,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,0.00000000
2008,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,F
2009,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,165652.00000000
2010,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,118419.00000000
2011,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,54106.00000000
2012,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,101854.00000000
2013,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,58633.00000000
2014,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,110709.00000000
2015,British Columbia,Specialized greenhouse fruits and vegetables,Poly-film,Square metres,v52221009,6.1.5.3,x
2007,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,0.00000000
2008,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,900.00000000
2009,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,870.00000000
2010,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,1110.00000000
2011,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,1070.00000000
2012,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,1414.00000000
2013,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,1120.00000000
2014,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,1181.00000000
2015,British Columbia,Specialized greenhouse fruits and vegetables,Total months of operation,Number,v52221015,6.1.6.1,1178.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,350.00000000
2009,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,350.00000000
2010,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,360.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,340.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,340.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,335.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,330.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse operations,Number,v52221021,6.2.1.1,325.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,18024160.00000000
2009,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,16942810.00000000
2010,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,18897495.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,18768330.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,21286110.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,21561040.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,21474123.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square feet,v52221027,6.2.2.2,21269823.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,1674499.00000000
2009,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,1574038.00000000
2010,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,1755634.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,1743634.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,1977543.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,2003085.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,1995010.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Total greenhouse area,Square metres,v52221033,6.2.2.3,1976030.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,7732980.00000000
2009,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,6589030.00000000
2010,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,8691255.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,8817105.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,9655140.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,13107685.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,11602128.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Glass,Square feet,v52221039,6.2.3.2,11354601.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,718417.00000000
2009,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,612141.00000000
2010,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,807444.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,819136.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,896991.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,1217743.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,1077872.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Glass,Square metres,v52221045,6.2.3.3,1054876.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,2191700.00000000
2009,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,F
2010,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,1543215.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,802170.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,2461200.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,753112.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,1483549.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square feet,v52221051,6.2.4.2,1545542.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,203616.00000000
2009,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,F
2010,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,143369.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,74524.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,228653.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,69966.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,137826.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Rigid plastic,Square metres,v52221057,6.2.4.3,143585.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,F
2009,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,8475120.00000000
2010,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,8663025.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,9149055.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,9169770.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,7700243.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,8388446.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square feet,v52221063,6.2.5.2,8369680.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,F
2009,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,787364.00000000
2010,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,804821.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,849975.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,851899.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,715376.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,779312.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Poly-film,Square metres,v52221069,6.2.5.3,777568.00000000
2007,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,0.00000000
2008,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,3190.00000000
2009,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,2520.00000000
2010,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,2785.00000000
2011,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,2475.00000000
2012,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,2590.00000000
2013,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,3748.00000000
2014,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,3705.00000000
2015,British Columbia,Specialized greenhouse flowers and plants,Total months of operation,Number,v52221075,6.2.6.1,3737.00000000
