Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1943,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,3336.0
1944,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,2317.0
1945,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,1103.0
1946,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,2635.0
1947,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,2482.0
1948,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,1348.0
1949,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,3648.0
1950,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,1248.0
1951,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,6597.0
1952,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,13075.0
1953,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8309.0
1954,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,4707.0
1955,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,6470.0
1956,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,5912.0
1957,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,1310.0
1958,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,9210.0
1959,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,4179.0
1960,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,4095.0
1961,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,5252.0
1962,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,6698.0
1963,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,5092.0
1964,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8139.0
1965,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,4400.0
1966,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,7405.0
1967,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,7324.0
1968,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,4326.0
1969,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,5815.0
1970,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,5316.0
1971,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,9161.0
1972,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8415.0
1973,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,3110.0
1974,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,5071.0
1975,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8149.0
1976,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,3478.0
1977,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,7210.0
1978,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,7981.0
1979,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8779.0
1980,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,10111.0
1981,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,6643.0
1982,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,6678.0
1983,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8273.0
1984,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8444.0
1985,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,7579.0
1986,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,10100.0
1987,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8977.0
1988,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,7874.0
1989,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8469.0
1990,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,8136.0
1991,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,9464.0
1992,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,7715.0
1993,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,7152.0
1994,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,6252.0
1995,Ontario,Total production,Pears,Tons,Fresh,v380655,1.1.2.2.1,3764.0
1940,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,6425.0
1941,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,3425.0
1942,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,6791.0
1943,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,5014.0
1944,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,6983.0
1945,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,72.0
1946,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,4090.0
1947,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,7343.0
1948,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,4127.0
1949,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,8952.0
1950,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,10827.0
1951,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,7478.0
1952,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,5375.0
1953,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,10541.0
1954,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,11893.0
1955,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,15705.0
1956,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,14563.0
1957,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,8190.0
1958,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,12415.0
1959,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,14996.0
1960,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,18330.0
1961,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,15148.0
1962,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,20032.0
1963,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,13180.0
1964,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,19399.0
1965,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,16766.0
1966,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,16427.0
1967,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,11242.0
1968,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,13302.0
1969,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,14083.0
1970,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,15882.0
1971,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,16239.0
1972,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,14960.0
1973,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,6705.0
1974,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,11493.0
1975,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,11937.0
1976,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,3334.0
1977,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,10772.0
1978,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,8391.0
1979,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,9301.0
1980,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,10767.0
1981,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,7537.0
1982,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,6610.0
1983,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,5917.0
1984,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,5119.0
1985,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,6474.0
1986,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,7044.0
1987,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,6281.0
1988,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,5096.0
1989,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,5025.0
1990,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,4017.0
1991,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,4649.0
1992,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,5506.0
1993,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,3362.0
1994,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,3822.0
1995,Ontario,Total production,Pears,Tons,Processed,v380663,1.1.2.2.2,2437.0
1940,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,43.0
1941,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,134.0
1942,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,116.0
1943,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,70.0
1944,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,57.0
1945,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,23.0
1946,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,76.0
1947,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,137.0
1948,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,233.0
1949,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,309.0
1950,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,173.0
1951,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,259.0
1952,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,451.0
1953,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,429.0
1954,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,393.0
1955,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,415.0
1956,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,205.0
1957,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,269.0
1958,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,309.0
1959,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,289.0
1960,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,199.0
1961,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,230.0
1962,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,132.0
1963,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,333.0
1964,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,292.0
1965,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,253.0
1966,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,182.0
1967,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,117.0
1968,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,176.0
1969,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,136.0
1970,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,169.0
1971,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,196.0
1972,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,177.0
1973,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,126.0
1974,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,99.0
1975,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,195.0
1976,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,102.0
1977,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,132.0
1978,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,108.0
1979,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,161.0
1980,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,178.0
1981,Ontario,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380669,1.1.3.1.1,85.0
1940,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,59.0
1941,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,77.0
1942,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,74.0
1943,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,62.0
1944,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,87.0
1945,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,4.0
1946,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,225.0
1947,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,131.0
1948,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,63.0
1949,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,44.0
1950,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,103.0
1951,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,101.0
1952,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,81.0
1953,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,84.0
1954,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,93.0
1955,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,161.0
1956,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,76.0
1957,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,111.0
1958,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,113.0
1959,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,71.0
1960,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,68.0
1961,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,110.0
1962,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,55.0
1963,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,94.0
1964,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,52.0
1965,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,54.0
1966,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,87.0
1967,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,65.0
1968,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,44.0
1969,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,36.0
1970,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,51.0
1971,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,33.0
1972,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,51.0
1973,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,28.0
1974,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,35.0
1975,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,39.0
1976,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,4.0
1977,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,39.0
1978,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,5.0
1979,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,10.0
1980,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,10.0
1981,Ontario,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380677,1.1.3.1.2,4.0
1940,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,1075.0
1941,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3350.0
1942,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2900.0
1943,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,1750.0
1944,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,1425.0
1945,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,575.0
1946,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,1900.0
1947,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3425.0
1948,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,5825.0
1949,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,7725.0
1950,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4325.0
1951,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,6475.0
1952,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,11275.0
1953,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,10725.0
1954,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,9825.0
1955,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,10375.0
1956,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,5125.0
1957,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,6725.0
1958,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,7725.0
1959,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,7225.0
1960,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4998.0
1961,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,5755.0
1962,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3317.0
1963,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,8331.0
1964,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,7292.0
1965,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,6335.0
1966,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4542.0
1967,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2921.0
1968,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4398.0
1969,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3412.0
1970,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4226.0
1971,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4900.0
1972,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4443.0
1973,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3147.0
1974,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2481.0
1975,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4867.0
1976,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2557.0
1977,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3293.0
1978,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2699.0
1979,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4018.0
1980,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4450.0
1981,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2122.0
1982,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4101.0
1983,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2829.0
1984,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3187.0
1985,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3448.0
1986,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,5349.0
1987,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,3417.0
1988,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2550.0
1989,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,2348.0
1990,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,1854.0
1991,Ontario,Total production,Plums and prunes,Tons,Fresh,v380671,1.1.3.2.1,4171.0
