Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1951,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,925.00
1952,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,532.00
1953,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,151.00
1954,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,270.00
1955,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,266.00
1956,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,173.00
1957,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,267.00
1958,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,207.00
1959,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,553.00
1960,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,340.00
1961,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,315.00
1962,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,340.00
1963,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,270.00
1964,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,115.00
1965,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,0.00
1966,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,0.00
1967,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,0.00
1968,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,130.00
1969,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,140.00
1970,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,140.00
1971,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,209.00
1972,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,190.00
1973,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,154.00
1974,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,230.00
1975,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,432.00
1976,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,426.00
1977,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,472.00
1978,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,627.00
1979,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,503.00
1980,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,444.00
1981,Atlantic provinces,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74620,2.1.2.1.1,575.00
1926,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1927,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1928,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1929,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1930,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1931,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1932,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1933,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1934,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1935,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1936,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1937,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1938,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1939,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1940,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1941,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1942,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1943,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1944,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1945,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1946,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1947,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1948,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1949,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,310.00
1950,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,408.00
1951,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,463.00
1952,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,266.00
1953,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,75.00
1954,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,136.00
1955,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,133.00
1956,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,86.00
1957,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,134.00
1958,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,104.00
1959,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,277.00
1960,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,170.00
1961,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,157.00
1962,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,170.00
1963,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,135.00
1964,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,58.00
1965,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1966,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1967,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,0.00
1968,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,65.00
1969,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,70.00
1970,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,70.00
1971,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,105.00
1972,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,95.00
1973,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,78.00
1974,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,115.00
1975,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,216.00
1976,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,213.00
1977,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,236.00
1978,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,314.00
1979,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,251.00
1980,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,222.00
1981,Atlantic provinces,"Total, production",Cranberries,Tons,Fresh and processed,v74626,2.1.2.2.1,287.00
1926,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1927,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1928,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1929,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1930,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1931,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1932,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1933,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1934,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1935,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1936,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1937,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1938,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1939,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1940,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1941,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1942,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1943,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1944,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1945,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1946,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1947,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1948,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1949,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,92.00
1950,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,74.00
1951,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,92.00
1952,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,83.00
1953,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,22.00
1954,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,32.00
1955,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,27.00
1956,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,24.00
1957,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,39.00
1958,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,17.00
1959,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,63.00
1960,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,39.00
1961,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,34.00
1962,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,39.00
1963,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,31.00
1964,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,14.00
1965,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1966,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1967,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,0.00
1968,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,34.00
1969,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,34.00
1970,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,28.00
1971,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,32.00
1972,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,35.00
1973,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,33.00
1974,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,65.00
1975,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,127.00
1976,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,144.00
1977,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,143.00
1978,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,258.00
1979,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,160.00
1980,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,223.00
1981,Atlantic provinces,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74630,2.2.2.3.1,391.00
1926,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1927,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1928,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1929,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1930,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1931,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1932,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1933,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1934,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1935,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1936,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1937,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1938,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1939,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1940,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1941,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1942,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1943,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1944,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1945,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1946,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1947,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1948,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.00
1949,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.15
1950,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.09
1951,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.10
1952,Atlantic provinces,Average price per pound,Cranberries,Dollars,Fresh and processed,v74635,2.3.2.3.1,0.16
