Ref_Date,GEO,AG,SEX,CA,STA,Vector,Coordinate,Value
2012,Canada,"Total, 15 years and over",Female,"Did not hunt, fish or trap in the last year",Number of persons,v98405281,1.1.3.7.1,10340.0
2012,Canada,"Total, 15 years and over",Female,"Did not hunt, fish or trap in the last year",Percent,v98405282,1.1.3.7.2,46.0
2012,Canada,"Total, 15 years and over",Female,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98405283,1.1.3.7.3,41.5
2012,Canada,"Total, 15 years and over",Female,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98405284,1.1.3.7.4,50.5
2012,Canada,"Total, 15 years and over",Female,"Interested in hunting, fishing or trapping",Number of persons,v98405285,1.1.3.8.1,5500.0
2012,Canada,"Total, 15 years and over",Female,"Interested in hunting, fishing or trapping",Percent,v98405286,1.1.3.8.2,24.4
2012,Canada,"Total, 15 years and over",Female,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98405287,1.1.3.8.3,20.8
2012,Canada,"Total, 15 years and over",Female,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98405288,1.1.3.8.4,28.5
2012,Canada,"Total, 15 years and over",Female,"Not interested in hunting, fishing or trapping",Number of persons,v98405289,1.1.3.9.1,4770.0
2012,Canada,"Total, 15 years and over",Female,"Not interested in hunting, fishing or trapping",Percent,v98405290,1.1.3.9.2,21.2
2012,Canada,"Total, 15 years and over",Female,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98405291,1.1.3.9.3,18.1
2012,Canada,"Total, 15 years and over",Female,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98405292,1.1.3.9.4,24.7
2012,Canada,"Total, 15 years and over",Female,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98405293,1.1.3.10.1,F
2012,Canada,"Total, 15 years and over",Female,"Not specified if interested in hunting, fishing or trapping",Percent,v98405294,1.1.3.10.2,F
2012,Canada,"Total, 15 years and over",Female,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98405295,1.1.3.10.3,F
2012,Canada,"Total, 15 years and over",Female,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98405296,1.1.3.10.4,F
2012,Canada,"Total, 15 years and over",Female,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98405297,1.1.3.11.1,1270.0
2012,Canada,"Total, 15 years and over",Female,"Not specified if hunted, fished or trapped in the last year",Percent,v98405298,1.1.3.11.2,5.6
2012,Canada,"Total, 15 years and over",Female,"Not specified if hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98405299,1.1.3.11.3,4.2
2012,Canada,"Total, 15 years and over",Female,"Not specified if hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98405300,1.1.3.11.4,7.7
2012,Canada,"Total, 15 years and over",Female,"Total, gathered wild plants in the last year",Number of persons,v98405301,1.1.3.12.1,22500.0
2012,Canada,"Total, 15 years and over",Female,"Total, gathered wild plants in the last year",Percent,v98405302,1.1.3.12.2,100.0
2012,Canada,"Total, 15 years and over",Female,"Total, gathered wild plants in the last year",Low 95% confidence interval (percent),v98405303,1.1.3.12.3,100.0
2012,Canada,"Total, 15 years and over",Female,"Total, gathered wild plants in the last year",High 95% confidence interval (percent),v98405304,1.1.3.12.4,100.0
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants in the last year,Number of persons,v98405305,1.1.3.13.1,10290.0
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants in the last year,Percent,v98405306,1.1.3.13.2,45.7
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants in the last year,Low 95% confidence interval (percent),v98405307,1.1.3.13.3,42.2
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants in the last year,High 95% confidence interval (percent),v98405308,1.1.3.13.4,49.3
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants at least once a week during the season,Number of persons,v98405309,1.1.3.14.1,6980.0
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants at least once a week during the season,Percent,v98405310,1.1.3.14.2,31.0
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants at least once a week during the season,Low 95% confidence interval (percent),v98405311,1.1.3.14.3,27.9
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants at least once a week during the season,High 95% confidence interval (percent),v98405312,1.1.3.14.4,34.4
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants less than once a week but at least once a month during the season,Number of persons,v98405313,1.1.3.15.1,2360.0
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants less than once a week but at least once a month during the season,Percent,v98405314,1.1.3.15.2,10.5
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants less than once a week but at least once a month during the season,Low 95% confidence interval (percent),v98405315,1.1.3.15.3,8.8
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants less than once a week but at least once a month during the season,High 95% confidence interval (percent),v98405316,1.1.3.15.4,12.4
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants at least once in the last year but not at all in the last month,Number of persons,v98405317,1.1.3.16.1,870.0
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants at least once in the last year but not at all in the last month,Percent,v98405318,1.1.3.16.2,3.9
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants at least once in the last year but not at all in the last month,Low 95% confidence interval (percent),v98405319,1.1.3.16.3,2.6
2012,Canada,"Total, 15 years and over",Female,Gathered wild plants at least once in the last year but not at all in the last month,High 95% confidence interval (percent),v98405320,1.1.3.16.4,5.7
2012,Canada,"Total, 15 years and over",Female,Not specified how often gathered wild plants in the last year,Number of persons,v98405321,1.1.3.17.1,F
2012,Canada,"Total, 15 years and over",Female,Not specified how often gathered wild plants in the last year,Percent,v98405322,1.1.3.17.2,F
2012,Canada,"Total, 15 years and over",Female,Not specified how often gathered wild plants in the last year,Low 95% confidence interval (percent),v98405323,1.1.3.17.3,F
2012,Canada,"Total, 15 years and over",Female,Not specified how often gathered wild plants in the last year,High 95% confidence interval (percent),v98405324,1.1.3.17.4,F
2012,Canada,"Total, 15 years and over",Female,Did not gather wild plants in the last year,Number of persons,v98405325,1.1.3.18.1,10840.0
2012,Canada,"Total, 15 years and over",Female,Did not gather wild plants in the last year,Percent,v98405326,1.1.3.18.2,48.2
2012,Canada,"Total, 15 years and over",Female,Did not gather wild plants in the last year,Low 95% confidence interval (percent),v98405327,1.1.3.18.3,44.5
2012,Canada,"Total, 15 years and over",Female,Did not gather wild plants in the last year,High 95% confidence interval (percent),v98405328,1.1.3.18.4,51.9
2012,Canada,"Total, 15 years and over",Female,Interested in gathering wild plants,Number of persons,v98405329,1.1.3.19.1,3840.0
2012,Canada,"Total, 15 years and over",Female,Interested in gathering wild plants,Percent,v98405330,1.1.3.19.2,17.1
2012,Canada,"Total, 15 years and over",Female,Interested in gathering wild plants,Low 95% confidence interval (percent),v98405331,1.1.3.19.3,13.6
2012,Canada,"Total, 15 years and over",Female,Interested in gathering wild plants,High 95% confidence interval (percent),v98405332,1.1.3.19.4,21.3
2012,Canada,"Total, 15 years and over",Female,Not interested in gathering wild plants,Number of persons,v98405333,1.1.3.20.1,6840.0
2012,Canada,"Total, 15 years and over",Female,Not interested in gathering wild plants,Percent,v98405334,1.1.3.20.2,30.4
2012,Canada,"Total, 15 years and over",Female,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98405335,1.1.3.20.3,26.9
2012,Canada,"Total, 15 years and over",Female,Not interested in gathering wild plants,High 95% confidence interval (percent),v98405336,1.1.3.20.4,34.1
2012,Canada,"Total, 15 years and over",Female,Not specified if interested in gathering wild plants,Number of persons,v98405337,1.1.3.21.1,F
2012,Canada,"Total, 15 years and over",Female,Not specified if interested in gathering wild plants,Percent,v98405338,1.1.3.21.2,F
2012,Canada,"Total, 15 years and over",Female,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98405339,1.1.3.21.3,F
2012,Canada,"Total, 15 years and over",Female,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98405340,1.1.3.21.4,F
2012,Canada,"Total, 15 years and over",Female,Not specified if gathered wild plants in the last year,Number of persons,v98405341,1.1.3.22.1,1370.0
2012,Canada,"Total, 15 years and over",Female,Not specified if gathered wild plants in the last year,Percent,v98405342,1.1.3.22.2,6.1
2012,Canada,"Total, 15 years and over",Female,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98405343,1.1.3.22.3,4.5
2012,Canada,"Total, 15 years and over",Female,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98405344,1.1.3.22.4,8.1
2012,Canada,15 to 24 years,Both sexes,"Total, hunted, fished or trapped in the last year",Number of persons,v98405345,1.2.1.1.1,12520.0
2012,Canada,15 to 24 years,Both sexes,"Total, hunted, fished or trapped in the last year",Percent,v98405346,1.2.1.1.2,100.0
2012,Canada,15 to 24 years,Both sexes,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98405347,1.2.1.1.3,100.0
2012,Canada,15 to 24 years,Both sexes,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98405348,1.2.1.1.4,100.0
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped in the last year",Number of persons,v98405349,1.2.1.2.1,7270.0
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped in the last year",Percent,v98405350,1.2.1.2.2,58.1
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98405351,1.2.1.2.3,52.2
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98405352,1.2.1.2.4,63.7
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98405353,1.2.1.3.1,3690.0
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped at least once a week during the season",Percent,v98405354,1.2.1.3.2,29.5
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98405355,1.2.1.3.3,46.2
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98405356,1.2.1.3.4,55.3
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98405357,1.2.1.4.1,2590.0
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98405358,1.2.1.4.2,20.7
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98405359,1.2.1.4.3,31.1
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98405360,1.2.1.4.4,40.4
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98405361,1.2.1.5.1,940.0
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98405362,1.2.1.5.2,7.5
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98405363,1.2.1.5.3,10.4
2012,Canada,15 to 24 years,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98405364,1.2.1.5.4,15.9
2012,Canada,15 to 24 years,Both sexes,"Not specified how often hunted, fished or trapped in the last year",Number of persons,v98405365,1.2.1.6.1,F
