Ref_Date,GEO,INDUSTRY,ADJUSTMENTS,Vector,Coordinate,Value
2012,Newfoundland and Labrador,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256284,2.5.2,12604.0
2013,Newfoundland and Labrador,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256284,2.5.2,9196.0
2014,Newfoundland and Labrador,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256284,2.5.2,x
2012,Newfoundland and Labrador,Other direct selling establishments,"Opening inventory (x 1,000)",v101256285,2.5.3,872.0
2013,Newfoundland and Labrador,Other direct selling establishments,"Opening inventory (x 1,000)",v101256285,2.5.3,746.0
2014,Newfoundland and Labrador,Other direct selling establishments,"Opening inventory (x 1,000)",v101256285,2.5.3,x
2012,Newfoundland and Labrador,Other direct selling establishments,"Purchases (x 1,000)",v101256286,2.5.4,6757.0
2013,Newfoundland and Labrador,Other direct selling establishments,"Purchases (x 1,000)",v101256286,2.5.4,3336.0
2014,Newfoundland and Labrador,Other direct selling establishments,"Purchases (x 1,000)",v101256286,2.5.4,2593.0
2012,Newfoundland and Labrador,Other direct selling establishments,"Closing inventory (x 1,000)",v101256287,2.5.5,1075.0
2013,Newfoundland and Labrador,Other direct selling establishments,"Closing inventory (x 1,000)",v101256287,2.5.5,812.0
2014,Newfoundland and Labrador,Other direct selling establishments,"Closing inventory (x 1,000)",v101256287,2.5.5,x
2012,Newfoundland and Labrador,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256288,2.5.6,6554.0
2013,Newfoundland and Labrador,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256288,2.5.6,3270.0
2014,Newfoundland and Labrador,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256288,2.5.6,2458.0
2012,Newfoundland and Labrador,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256289,2.5.7,2006.0
2013,Newfoundland and Labrador,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256289,2.5.7,923.0
2014,Newfoundland and Labrador,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256289,2.5.7,1179.0
2012,Newfoundland and Labrador,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256290,2.5.8,5292.0
2013,Newfoundland and Labrador,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256290,2.5.8,4220.0
2014,Newfoundland and Labrador,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256290,2.5.8,4391.0
2012,Newfoundland and Labrador,Other direct selling establishments,Gross margin (percent),v101256291,2.5.9,48.0
2013,Newfoundland and Labrador,Other direct selling establishments,Gross margin (percent),v101256291,2.5.9,64.4
2014,Newfoundland and Labrador,Other direct selling establishments,Gross margin (percent),v101256291,2.5.9,x
2012,Newfoundland and Labrador,Other direct selling establishments,Operating profit margin (percent),v101256292,2.5.10,6.0
2013,Newfoundland and Labrador,Other direct selling establishments,Operating profit margin (percent),v101256292,2.5.10,18.5
2014,Newfoundland and Labrador,Other direct selling establishments,Operating profit margin (percent),v101256292,2.5.10,x
2012,Prince Edward Island,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256293,3.1.1,325155.0
2013,Prince Edward Island,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256293,3.1.1,214212.0
2014,Prince Edward Island,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256293,3.1.1,199233.0
2012,Prince Edward Island,Non-store retailers,"Total operating revenue (x 1,000)",v101256294,3.1.2,272188.0
2013,Prince Edward Island,Non-store retailers,"Total operating revenue (x 1,000)",v101256294,3.1.2,227534.0
2014,Prince Edward Island,Non-store retailers,"Total operating revenue (x 1,000)",v101256294,3.1.2,213633.0
2012,Prince Edward Island,Non-store retailers,"Opening inventory (x 1,000)",v101256295,3.1.3,4292.0
2013,Prince Edward Island,Non-store retailers,"Opening inventory (x 1,000)",v101256295,3.1.3,5600.0
2014,Prince Edward Island,Non-store retailers,"Opening inventory (x 1,000)",v101256295,3.1.3,6212.0
2012,Prince Edward Island,Non-store retailers,"Purchases (x 1,000)",v101256296,3.1.4,219912.0
2013,Prince Edward Island,Non-store retailers,"Purchases (x 1,000)",v101256296,3.1.4,182261.0
2014,Prince Edward Island,Non-store retailers,"Purchases (x 1,000)",v101256296,3.1.4,170202.0
2012,Prince Edward Island,Non-store retailers,"Closing inventory (x 1,000)",v101256297,3.1.5,4536.0
2013,Prince Edward Island,Non-store retailers,"Closing inventory (x 1,000)",v101256297,3.1.5,4916.0
2014,Prince Edward Island,Non-store retailers,"Closing inventory (x 1,000)",v101256297,3.1.5,6414.0
2012,Prince Edward Island,Non-store retailers,"Cost of goods sold (x 1,000)",v101256298,3.1.6,219668.0
2013,Prince Edward Island,Non-store retailers,"Cost of goods sold (x 1,000)",v101256298,3.1.6,182945.0
2014,Prince Edward Island,Non-store retailers,"Cost of goods sold (x 1,000)",v101256298,3.1.6,170001.0
2012,Prince Edward Island,Non-store retailers,"Total labour remuneration (x 1,000)",v101256299,3.1.7,18031.0
2013,Prince Edward Island,Non-store retailers,"Total labour remuneration (x 1,000)",v101256299,3.1.7,16221.0
2014,Prince Edward Island,Non-store retailers,"Total labour remuneration (x 1,000)",v101256299,3.1.7,14395.0
2012,Prince Edward Island,Non-store retailers,"Total operating expenses (x 1,000)",v101256300,3.1.8,37789.0
2013,Prince Edward Island,Non-store retailers,"Total operating expenses (x 1,000)",v101256300,3.1.8,34131.0
2014,Prince Edward Island,Non-store retailers,"Total operating expenses (x 1,000)",v101256300,3.1.8,31249.0
2012,Prince Edward Island,Non-store retailers,Gross margin (percent),v101256301,3.1.9,19.3
2013,Prince Edward Island,Non-store retailers,Gross margin (percent),v101256301,3.1.9,19.6
2014,Prince Edward Island,Non-store retailers,Gross margin (percent),v101256301,3.1.9,20.4
2012,Prince Edward Island,Non-store retailers,Operating profit margin (percent),v101256302,3.1.10,5.4
2013,Prince Edward Island,Non-store retailers,Operating profit margin (percent),v101256302,3.1.10,4.6
2014,Prince Edward Island,Non-store retailers,Operating profit margin (percent),v101256302,3.1.10,5.8
2012,Prince Edward Island,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256303,3.2.1,10886.0
2013,Prince Edward Island,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256303,3.2.1,1746.0
2014,Prince Edward Island,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256303,3.2.1,3201.0
2012,Prince Edward Island,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256304,3.2.2,11274.0
2013,Prince Edward Island,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256304,3.2.2,12503.0
2014,Prince Edward Island,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256304,3.2.2,x
2012,Prince Edward Island,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256305,3.2.3,x
2013,Prince Edward Island,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256305,3.2.3,x
2014,Prince Edward Island,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256305,3.2.3,2974.0
2012,Prince Edward Island,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256306,3.2.4,4038.0
2013,Prince Edward Island,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256306,3.2.4,4813.0
2014,Prince Edward Island,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256306,3.2.4,5407.0
2012,Prince Edward Island,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256307,3.2.5,x
2013,Prince Edward Island,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256307,3.2.5,x
2014,Prince Edward Island,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256307,3.2.5,3102.0
2012,Prince Edward Island,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256308,3.2.6,4072.0
2013,Prince Edward Island,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256308,3.2.6,4738.0
2014,Prince Edward Island,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256308,3.2.6,5278.0
2012,Prince Edward Island,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256309,3.2.7,1353.0
2013,Prince Edward Island,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256309,3.2.7,1632.0
2014,Prince Edward Island,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256309,3.2.7,1811.0
2012,Prince Edward Island,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256310,3.2.8,3436.0
2013,Prince Edward Island,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256310,3.2.8,4429.0
2014,Prince Edward Island,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256310,3.2.8,4819.0
2012,Prince Edward Island,Electronic shopping and mail-order houses,Gross margin (percent),v101256311,3.2.9,63.9
2013,Prince Edward Island,Electronic shopping and mail-order houses,Gross margin (percent),v101256311,3.2.9,62.1
2014,Prince Edward Island,Electronic shopping and mail-order houses,Gross margin (percent),v101256311,3.2.9,x
2012,Prince Edward Island,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256312,3.2.10,33.4
2013,Prince Edward Island,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256312,3.2.10,26.7
2014,Prince Edward Island,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256312,3.2.10,x
2012,Prince Edward Island,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256313,3.3.1,1309.0
2013,Prince Edward Island,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256313,3.3.1,1423.0
2014,Prince Edward Island,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256313,3.3.1,1434.0
2012,Prince Edward Island,Vending machine operators,"Total operating revenue (x 1,000)",v101256314,3.3.2,1383.0
2013,Prince Edward Island,Vending machine operators,"Total operating revenue (x 1,000)",v101256314,3.3.2,1425.0
2014,Prince Edward Island,Vending machine operators,"Total operating revenue (x 1,000)",v101256314,3.3.2,1437.0
2012,Prince Edward Island,Vending machine operators,"Opening inventory (x 1,000)",v101256315,3.3.3,79.0
2013,Prince Edward Island,Vending machine operators,"Opening inventory (x 1,000)",v101256315,3.3.3,82.0
2014,Prince Edward Island,Vending machine operators,"Opening inventory (x 1,000)",v101256315,3.3.3,82.0
2012,Prince Edward Island,Vending machine operators,"Purchases (x 1,000)",v101256316,3.3.4,680.0
2013,Prince Edward Island,Vending machine operators,"Purchases (x 1,000)",v101256316,3.3.4,656.0
2014,Prince Edward Island,Vending machine operators,"Purchases (x 1,000)",v101256316,3.3.4,647.0
2012,Prince Edward Island,Vending machine operators,"Closing inventory (x 1,000)",v101256317,3.3.5,73.0
2013,Prince Edward Island,Vending machine operators,"Closing inventory (x 1,000)",v101256317,3.3.5,90.0
2014,Prince Edward Island,Vending machine operators,"Closing inventory (x 1,000)",v101256317,3.3.5,78.0
2012,Prince Edward Island,Vending machine operators,"Cost of goods sold (x 1,000)",v101256318,3.3.6,686.0
2013,Prince Edward Island,Vending machine operators,"Cost of goods sold (x 1,000)",v101256318,3.3.6,648.0
2014,Prince Edward Island,Vending machine operators,"Cost of goods sold (x 1,000)",v101256318,3.3.6,651.0
2012,Prince Edward Island,Vending machine operators,"Total labour remuneration (x 1,000)",v101256319,3.3.7,246.0
2013,Prince Edward Island,Vending machine operators,"Total labour remuneration (x 1,000)",v101256319,3.3.7,301.0
2014,Prince Edward Island,Vending machine operators,"Total labour remuneration (x 1,000)",v101256319,3.3.7,318.0
2012,Prince Edward Island,Vending machine operators,"Total operating expenses (x 1,000)",v101256320,3.3.8,624.0
2013,Prince Edward Island,Vending machine operators,"Total operating expenses (x 1,000)",v101256320,3.3.8,717.0
2014,Prince Edward Island,Vending machine operators,"Total operating expenses (x 1,000)",v101256320,3.3.8,686.0
2012,Prince Edward Island,Vending machine operators,Gross margin (percent),v101256321,3.3.9,50.4
2013,Prince Edward Island,Vending machine operators,Gross margin (percent),v101256321,3.3.9,54.5
2014,Prince Edward Island,Vending machine operators,Gross margin (percent),v101256321,3.3.9,54.7
2012,Prince Edward Island,Vending machine operators,Operating profit margin (percent),v101256322,3.3.10,5.3
2013,Prince Edward Island,Vending machine operators,Operating profit margin (percent),v101256322,3.3.10,4.2
2014,Prince Edward Island,Vending machine operators,Operating profit margin (percent),v101256322,3.3.10,7.0
2012,Prince Edward Island,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256323,3.4.1,308467.0
2013,Prince Edward Island,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256323,3.4.1,208789.0
2014,Prince Edward Island,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256323,3.4.1,192135.0
2012,Prince Edward Island,Fuel dealers,"Total operating revenue (x 1,000)",v101256324,3.4.2,253601.0
2013,Prince Edward Island,Fuel dealers,"Total operating revenue (x 1,000)",v101256324,3.4.2,211010.0
2014,Prince Edward Island,Fuel dealers,"Total operating revenue (x 1,000)",v101256324,3.4.2,195391.0
2012,Prince Edward Island,Fuel dealers,"Opening inventory (x 1,000)",v101256325,3.4.3,x
2013,Prince Edward Island,Fuel dealers,"Opening inventory (x 1,000)",v101256325,3.4.3,x
2014,Prince Edward Island,Fuel dealers,"Opening inventory (x 1,000)",v101256325,3.4.3,3061.0
2012,Prince Edward Island,Fuel dealers,"Purchases (x 1,000)",v101256326,3.4.4,212012.0
2013,Prince Edward Island,Fuel dealers,"Purchases (x 1,000)",v101256326,3.4.4,175840.0
2014,Prince Edward Island,Fuel dealers,"Purchases (x 1,000)",v101256326,3.4.4,163106.0
2012,Prince Edward Island,Fuel dealers,"Closing inventory (x 1,000)",v101256327,3.4.5,x
2013,Prince Edward Island,Fuel dealers,"Closing inventory (x 1,000)",v101256327,3.4.5,x
2014,Prince Edward Island,Fuel dealers,"Closing inventory (x 1,000)",v101256327,3.4.5,3120.0
2012,Prince Edward Island,Fuel dealers,"Cost of goods sold (x 1,000)",v101256328,3.4.6,211832.0
2013,Prince Edward Island,Fuel dealers,"Cost of goods sold (x 1,000)",v101256328,3.4.6,176666.0
2014,Prince Edward Island,Fuel dealers,"Cost of goods sold (x 1,000)",v101256328,3.4.6,163047.0
2012,Prince Edward Island,Fuel dealers,"Total labour remuneration (x 1,000)",v101256329,3.4.7,15547.0
2013,Prince Edward Island,Fuel dealers,"Total labour remuneration (x 1,000)",v101256329,3.4.7,14052.0
2014,Prince Edward Island,Fuel dealers,"Total labour remuneration (x 1,000)",v101256329,3.4.7,11977.0
2012,Prince Edward Island,Fuel dealers,"Total operating expenses (x 1,000)",v101256330,3.4.8,31199.0
2013,Prince Edward Island,Fuel dealers,"Total operating expenses (x 1,000)",v101256330,3.4.8,27665.0
2014,Prince Edward Island,Fuel dealers,"Total operating expenses (x 1,000)",v101256330,3.4.8,24701.0
2012,Prince Edward Island,Fuel dealers,Gross margin (percent),v101256331,3.4.9,16.5
2013,Prince Edward Island,Fuel dealers,Gross margin (percent),v101256331,3.4.9,16.3
2014,Prince Edward Island,Fuel dealers,Gross margin (percent),v101256331,3.4.9,16.6
2012,Prince Edward Island,Fuel dealers,Operating profit margin (percent),v101256332,3.4.10,4.2
2013,Prince Edward Island,Fuel dealers,Operating profit margin (percent),v101256332,3.4.10,3.2
2014,Prince Edward Island,Fuel dealers,Operating profit margin (percent),v101256332,3.4.10,3.9
2012,Prince Edward Island,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256333,3.5.1,4493.0
