Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1973/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1973/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1973/05,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1973/06,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1973/07,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1973/08,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1973/09,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1973/10,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1973/11,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1973/12,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/01,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/02,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1974/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1974/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/05,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/06,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/07,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/08,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/09,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/10,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/11,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1974/12,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/01,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/02,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/05,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/06,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/07,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/08,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/09,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/10,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1975/11,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1975/12,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/01,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/02,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1976/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1976/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/05,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/06,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/07,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/08,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/09,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/10,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/11,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1976/12,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/01,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/02,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/05,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/06,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/07,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/08,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/09,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/10,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/11,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1977/12,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/01,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/02,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/05,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/06,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/07,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/08,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/09,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/10,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/11,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1978/12,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1979/01,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1979/02,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1979/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1979/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1979/05,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1979/06,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1979/07,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1979/08,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1979/09,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1979/10,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1979/11,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1979/12,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1980/01,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1980/02,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1980/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1980/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,x
1980/05,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1980/06,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1980/07,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1980/08,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1980/09,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1980/10,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1980/11,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1980/12,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1981/01,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1981/02,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1981/03,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
1981/04,Canada,Asparagus,Frozen vegetables intended for re-manufacture held in storages and factories,v722399,1.2.1,0.0
