Ref_Date,GEO,AGE,SEX,HOUSEHOLD,FOOD,STATS,Vector,Coordinate,Value
2012,Canada,"Total, 6 years and over",Male,More than five persons,Low food security,Number of persons,v97166554,1.1.2.5.3.1,1940.0
2012,Canada,"Total, 6 years and over",Male,More than five persons,Low food security,Percent,v97166555,1.1.2.5.3.2,27.8
2012,Canada,"Total, 6 years and over",Male,More than five persons,Low food security,Low 95% confidence interval (percent),v97166556,1.1.2.5.3.3,24.2
2012,Canada,"Total, 6 years and over",Male,More than five persons,Low food security,High 95% confidence interval (percent),v97166557,1.1.2.5.3.4,31.8
2012,Canada,"Total, 6 years and over",Male,More than five persons,Very low food security,Number of persons,v97166558,1.1.2.5.4.1,1590.0
2012,Canada,"Total, 6 years and over",Male,More than five persons,Very low food security,Percent,v97166559,1.1.2.5.4.2,22.8
2012,Canada,"Total, 6 years and over",Male,More than five persons,Very low food security,Low 95% confidence interval (percent),v97166560,1.1.2.5.4.3,19.2
2012,Canada,"Total, 6 years and over",Male,More than five persons,Very low food security,High 95% confidence interval (percent),v97166561,1.1.2.5.4.4,26.9
2012,Canada,"Total, 6 years and over",Male,More than five persons,Food security not specified,Number of persons,v97166562,1.1.2.5.5.1,510.0
2012,Canada,"Total, 6 years and over",Male,More than five persons,Food security not specified,Percent,v97166563,1.1.2.5.5.2,7.3
2012,Canada,"Total, 6 years and over",Male,More than five persons,Food security not specified,Low 95% confidence interval (percent),v97166564,1.1.2.5.5.3,5.6
2012,Canada,"Total, 6 years and over",Male,More than five persons,Food security not specified,High 95% confidence interval (percent),v97166565,1.1.2.5.5.4,9.4
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,"Total, food security",Number of persons,v97166566,1.1.2.6.1.1,450.0
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,"Total, food security",Percent,v97166567,1.1.2.6.1.2,100.0
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,"Total, food security",Low 95% confidence interval (percent),v97166568,1.1.2.6.1.3,100.0
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,"Total, food security",High 95% confidence interval (percent),v97166569,1.1.2.6.1.4,100.0
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,High or marginal food security,Number of persons,v97166570,1.1.2.6.2.1,210.0
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,High or marginal food security,Percent,v97166571,1.1.2.6.2.2,46.7
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,High or marginal food security,Low 95% confidence interval (percent),v97166572,1.1.2.6.2.3,32.2
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,High or marginal food security,High 95% confidence interval (percent),v97166573,1.1.2.6.2.4,63.8
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Low food security,Number of persons,v97166574,1.1.2.6.3.1,F
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Low food security,Percent,v97166575,1.1.2.6.3.2,F
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Low food security,Low 95% confidence interval (percent),v97166576,1.1.2.6.3.3,F
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Low food security,High 95% confidence interval (percent),v97166577,1.1.2.6.3.4,F
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Very low food security,Number of persons,v97166578,1.1.2.6.4.1,F
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Very low food security,Percent,v97166579,1.1.2.6.4.2,F
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Very low food security,Low 95% confidence interval (percent),v97166580,1.1.2.6.4.3,F
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Very low food security,High 95% confidence interval (percent),v97166581,1.1.2.6.4.4,F
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Food security not specified,Number of persons,v97166582,1.1.2.6.5.1,130.0
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Food security not specified,Percent,v97166583,1.1.2.6.5.2,28.9
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Food security not specified,Low 95% confidence interval (percent),v97166584,1.1.2.6.5.3,16.6
2012,Canada,"Total, 6 years and over",Male,Number of persons in household not specified,Food security not specified,High 95% confidence interval (percent),v97166585,1.1.2.6.5.4,47.2
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household","Total, food security",Number of persons,v97166586,1.1.3.1.1.1,27800.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household","Total, food security",Percent,v97166587,1.1.3.1.1.2,100.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household","Total, food security",Low 95% confidence interval (percent),v97166588,1.1.3.1.1.3,100.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household","Total, food security",High 95% confidence interval (percent),v97166589,1.1.3.1.1.4,100.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",High or marginal food security,Number of persons,v97166590,1.1.3.1.2.1,14460.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",High or marginal food security,Percent,v97166591,1.1.3.1.2.2,52.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",High or marginal food security,Low 95% confidence interval (percent),v97166592,1.1.3.1.2.3,48.8
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",High or marginal food security,High 95% confidence interval (percent),v97166593,1.1.3.1.2.4,55.2
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Low food security,Number of persons,v97166594,1.1.3.1.3.1,5370.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Low food security,Percent,v97166595,1.1.3.1.3.2,19.3
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Low food security,Low 95% confidence interval (percent),v97166596,1.1.3.1.3.3,17.3
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Low food security,High 95% confidence interval (percent),v97166597,1.1.3.1.3.4,21.5
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Very low food security,Number of persons,v97166598,1.1.3.1.4.1,5260.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Very low food security,Percent,v97166599,1.1.3.1.4.2,18.9
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Very low food security,Low 95% confidence interval (percent),v97166600,1.1.3.1.4.3,16.4
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Very low food security,High 95% confidence interval (percent),v97166601,1.1.3.1.4.4,21.7
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Food security not specified,Number of persons,v97166602,1.1.3.1.5.1,2710.0
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Food security not specified,Percent,v97166603,1.1.3.1.5.2,9.7
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Food security not specified,Low 95% confidence interval (percent),v97166604,1.1.3.1.5.3,8.1
2012,Canada,"Total, 6 years and over",Female,"Total, number of persons in the household",Food security not specified,High 95% confidence interval (percent),v97166605,1.1.3.1.5.4,11.6
2012,Canada,"Total, 6 years and over",Female,One person,"Total, food security",Number of persons,v97166606,1.1.3.2.1.1,1460.0
2012,Canada,"Total, 6 years and over",Female,One person,"Total, food security",Percent,v97166607,1.1.3.2.1.2,100.0
2012,Canada,"Total, 6 years and over",Female,One person,"Total, food security",Low 95% confidence interval (percent),v97166608,1.1.3.2.1.3,100.0
2012,Canada,"Total, 6 years and over",Female,One person,"Total, food security",High 95% confidence interval (percent),v97166609,1.1.3.2.1.4,100.0
2012,Canada,"Total, 6 years and over",Female,One person,High or marginal food security,Number of persons,v97166610,1.1.3.2.2.1,800.0
2012,Canada,"Total, 6 years and over",Female,One person,High or marginal food security,Percent,v97166611,1.1.3.2.2.2,54.8
2012,Canada,"Total, 6 years and over",Female,One person,High or marginal food security,Low 95% confidence interval (percent),v97166612,1.1.3.2.2.3,32.1
2012,Canada,"Total, 6 years and over",Female,One person,High or marginal food security,High 95% confidence interval (percent),v97166613,1.1.3.2.2.4,75.2
2012,Canada,"Total, 6 years and over",Female,One person,Low food security,Number of persons,v97166614,1.1.3.2.3.1,F
2012,Canada,"Total, 6 years and over",Female,One person,Low food security,Percent,v97166615,1.1.3.2.3.2,F
2012,Canada,"Total, 6 years and over",Female,One person,Low food security,Low 95% confidence interval (percent),v97166616,1.1.3.2.3.3,F
2012,Canada,"Total, 6 years and over",Female,One person,Low food security,High 95% confidence interval (percent),v97166617,1.1.3.2.3.4,F
2012,Canada,"Total, 6 years and over",Female,One person,Very low food security,Number of persons,v97166618,1.1.3.2.4.1,F
2012,Canada,"Total, 6 years and over",Female,One person,Very low food security,Percent,v97166619,1.1.3.2.4.2,F
2012,Canada,"Total, 6 years and over",Female,One person,Very low food security,Low 95% confidence interval (percent),v97166620,1.1.3.2.4.3,F
2012,Canada,"Total, 6 years and over",Female,One person,Very low food security,High 95% confidence interval (percent),v97166621,1.1.3.2.4.4,F
2012,Canada,"Total, 6 years and over",Female,One person,Food security not specified,Number of persons,v97166622,1.1.3.2.5.1,F
2012,Canada,"Total, 6 years and over",Female,One person,Food security not specified,Percent,v97166623,1.1.3.2.5.2,F
2012,Canada,"Total, 6 years and over",Female,One person,Food security not specified,Low 95% confidence interval (percent),v97166624,1.1.3.2.5.3,F
2012,Canada,"Total, 6 years and over",Female,One person,Food security not specified,High 95% confidence interval (percent),v97166625,1.1.3.2.5.4,F
2012,Canada,"Total, 6 years and over",Female,Two persons,"Total, food security",Number of persons,v97166626,1.1.3.3.1.1,4000.0
2012,Canada,"Total, 6 years and over",Female,Two persons,"Total, food security",Percent,v97166627,1.1.3.3.1.2,100.0
2012,Canada,"Total, 6 years and over",Female,Two persons,"Total, food security",Low 95% confidence interval (percent),v97166628,1.1.3.3.1.3,100.0
2012,Canada,"Total, 6 years and over",Female,Two persons,"Total, food security",High 95% confidence interval (percent),v97166629,1.1.3.3.1.4,100.0
2012,Canada,"Total, 6 years and over",Female,Two persons,High or marginal food security,Number of persons,v97166630,1.1.3.3.2.1,2560.0
2012,Canada,"Total, 6 years and over",Female,Two persons,High or marginal food security,Percent,v97166631,1.1.3.3.2.2,64.0
2012,Canada,"Total, 6 years and over",Female,Two persons,High or marginal food security,Low 95% confidence interval (percent),v97166632,1.1.3.3.2.3,53.8
2012,Canada,"Total, 6 years and over",Female,Two persons,High or marginal food security,High 95% confidence interval (percent),v97166633,1.1.3.3.2.4,73.2
2012,Canada,"Total, 6 years and over",Female,Two persons,Low food security,Number of persons,v97166634,1.1.3.3.3.1,570.0
2012,Canada,"Total, 6 years and over",Female,Two persons,Low food security,Percent,v97166635,1.1.3.3.3.2,14.3
2012,Canada,"Total, 6 years and over",Female,Two persons,Low food security,Low 95% confidence interval (percent),v97166636,1.1.3.3.3.3,9.4
2012,Canada,"Total, 6 years and over",Female,Two persons,Low food security,High 95% confidence interval (percent),v97166637,1.1.3.3.3.4,20.6
2012,Canada,"Total, 6 years and over",Female,Two persons,Very low food security,Number of persons,v97166638,1.1.3.3.4.1,620.0
2012,Canada,"Total, 6 years and over",Female,Two persons,Very low food security,Percent,v97166639,1.1.3.3.4.2,15.5
2012,Canada,"Total, 6 years and over",Female,Two persons,Very low food security,Low 95% confidence interval (percent),v97166640,1.1.3.3.4.3,8.7
2012,Canada,"Total, 6 years and over",Female,Two persons,Very low food security,High 95% confidence interval (percent),v97166641,1.1.3.3.4.4,26.4
2012,Canada,"Total, 6 years and over",Female,Two persons,Food security not specified,Number of persons,v97166642,1.1.3.3.5.1,250.0
2012,Canada,"Total, 6 years and over",Female,Two persons,Food security not specified,Percent,v97166643,1.1.3.3.5.2,6.3
2012,Canada,"Total, 6 years and over",Female,Two persons,Food security not specified,Low 95% confidence interval (percent),v97166644,1.1.3.3.5.3,3.7
2012,Canada,"Total, 6 years and over",Female,Two persons,Food security not specified,High 95% confidence interval (percent),v97166645,1.1.3.3.5.4,10.4
2012,Canada,"Total, 6 years and over",Female,Three to five persons,"Total, food security",Number of persons,v97166646,1.1.3.4.1.1,13640.0
