Ref_Date,GEO,INCOME,Vector,Coordinate,Value
2000,Canada,Average net operating income,v29788968,1.29,19103.0
2001,Canada,Average net operating income,v29788968,1.29,21269.0
2002,Canada,Average net operating income,v29788968,1.29,22062.0
2003,Canada,Average net operating income,v29788968,1.29,18364.0
2004,Canada,Average net operating income,v29788968,1.29,20398.0
2005,Canada,Average net operating income,v29788968,1.29,21178.0
2006,Canada,Average net operating income,v29788968,1.29,21723.0
2007,Canada,Average net operating income,v29788968,1.29,26105.0
2008,Canada,Average net operating income,v29788968,1.29,31867.0
2009,Canada,Average net operating income,v29788968,1.29,32945.0
2010,Canada,Average net operating income,v29788968,1.29,35130.0
2011,Canada,Average net operating income,v29788968,1.29,43515.0
2012,Canada,Average net operating income,v29788968,1.29,47222.0
2013,Canada,Average net operating income,v29788968,1.29,48523.0
2014,Canada,Average net operating income,v29788968,1.29,48457.0
2001,Canada,Average net program payments,v29788969,1.30,8868.0
2002,Canada,Average net program payments,v29788969,1.30,8866.0
2003,Canada,Average net program payments,v29788969,1.30,11834.0
2004,Canada,Average net program payments,v29788969,1.30,12718.0
2005,Canada,Average net program payments,v29788969,1.30,14692.0
2006,Canada,Average net program payments,v29788969,1.30,14752.0
2007,Canada,Average net program payments,v29788969,1.30,12341.0
2008,Canada,Average net program payments,v29788969,1.30,11228.0
2009,Canada,Average net program payments,v29788969,1.30,8637.0
2010,Canada,Average net program payments,v29788969,1.30,10513.0
2011,Canada,Average net program payments,v29788969,1.30,10344.0
2012,Canada,Average net program payments,v29788969,1.30,9372.0
2013,Canada,Average net program payments,v29788969,1.30,7358.0
2014,Canada,Average net program payments,v29788969,1.30,5299.0
2001,Canada,Average net market income,v29788970,1.31,12401.0
2002,Canada,Average net market income,v29788970,1.31,13196.0
2003,Canada,Average net market income,v29788970,1.31,6530.0
2004,Canada,Average net market income,v29788970,1.31,7680.0
2005,Canada,Average net market income,v29788970,1.31,6486.0
2006,Canada,Average net market income,v29788970,1.31,6972.0
2007,Canada,Average net market income,v29788970,1.31,13764.0
2008,Canada,Average net market income,v29788970,1.31,20639.0
2009,Canada,Average net market income,v29788970,1.31,24309.0
2010,Canada,Average net market income,v29788970,1.31,24617.0
2011,Canada,Average net market income,v29788970,1.31,33170.0
2012,Canada,Average net market income,v29788970,1.31,37850.0
2013,Canada,Average net market income,v29788970,1.31,41165.0
2014,Canada,Average net market income,v29788970,1.31,43157.0
1998,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,28309.0
1999,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,27951.0
2000,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,30956.0
2001,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,34201.0
2002,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,35544.0
2003,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,32640.0
2004,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,36394.0
2005,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,38616.0
2006,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,40842.0
2007,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,46731.0
2008,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,53149.0
2009,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,52404.0
2010,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,52676.0
2011,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,61521.0
2012,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,66714.0
2013,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,67946.0
2014,Canada,Average total income adjusted for capital cost allowance,v29788971,1.32,67963.0
2001,Canada,Average adjustment for capital cost allowance,v29788972,1.33,12797.0
2002,Canada,Average adjustment for capital cost allowance,v29788972,1.33,13460.0
2003,Canada,Average adjustment for capital cost allowance,v29788972,1.33,14123.0
2004,Canada,Average adjustment for capital cost allowance,v29788972,1.33,14488.0
2005,Canada,Average adjustment for capital cost allowance,v29788972,1.33,14951.0
2006,Canada,Average adjustment for capital cost allowance,v29788972,1.33,16057.0
2007,Canada,Average adjustment for capital cost allowance,v29788972,1.33,16672.0
2008,Canada,Average adjustment for capital cost allowance,v29788972,1.33,17891.0
2009,Canada,Average adjustment for capital cost allowance,v29788972,1.33,18769.0
2010,Canada,Average adjustment for capital cost allowance,v29788972,1.33,20779.0
2011,Canada,Average adjustment for capital cost allowance,v29788972,1.33,22605.0
2012,Canada,Average adjustment for capital cost allowance,v29788972,1.33,23815.0
2013,Canada,Average adjustment for capital cost allowance,v29788972,1.33,25777.0
2014,Canada,Average adjustment for capital cost allowance,v29788972,1.33,27367.0
2001,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,-396.0
2002,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,-265.0
2003,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,-7594.0
2004,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,-6808.0
2005,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,-8465.0
2006,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,-9086.0
2007,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,-2908.0
2008,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,2747.0
2009,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,5540.0
2010,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,3838.0
2011,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,10565.0
2012,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,14035.0
2013,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,15388.0
2014,Canada,Average net market income adjusted for capital cost allowance,v29788973,1.34,15790.0
1998,Canada,Off-farm income as a percentage of total income,v29788974,1.35,55.6
1999,Canada,Off-farm income as a percentage of total income,v29788974,1.35,58.0
2000,Canada,Off-farm income as a percentage of total income,v29788974,1.35,56.1
2001,Canada,Off-farm income as a percentage of total income,v29788974,1.35,54.7
2002,Canada,Off-farm income as a percentage of total income,v29788974,1.35,55.0
2003,Canada,Off-farm income as a percentage of total income,v29788974,1.35,60.7
2004,Canada,Off-farm income as a percentage of total income,v29788974,1.35,59.9
2005,Canada,Off-farm income as a percentage of total income,v29788974,1.35,60.5
2006,Canada,Off-farm income as a percentage of total income,v29788974,1.35,61.8
2007,Canada,Off-farm income as a percentage of total income,v29788974,1.35,58.8
2008,Canada,Off-farm income as a percentage of total income,v29788974,1.35,55.1
2009,Canada,Off-farm income as a percentage of total income,v29788974,1.35,53.7
2010,Canada,Off-farm income as a percentage of total income,v29788974,1.35,52.2
2011,Canada,Off-farm income as a percentage of total income,v29788974,1.35,48.3
2012,Canada,Off-farm income as a percentage of total income,v29788974,1.35,47.8
2013,Canada,Off-farm income as a percentage of total income,v29788974,1.35,48.2
2014,Canada,Off-farm income as a percentage of total income,v29788974,1.35,49.2
1998,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,78.5
1999,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,83.0
2000,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,79.0
2001,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,75.2
2002,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,75.8
2003,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,87.0
2004,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,83.8
2005,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,83.9
2006,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,86.1
2007,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,79.8
2008,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,73.7
2009,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,72.9
2010,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,72.8
2011,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,66.0
2012,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,64.9
2013,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,66.5
2014,Canada,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29788975,1.36,69.0
1998,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,390.0
1999,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,350.0
2000,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,380.0
2001,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,310.0
2002,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,340.0
2003,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,330.0
2004,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,340.0
2005,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,350.0
2006,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,350.0
2007,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,380.0
2008,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,370.0
2009,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,370.0
2010,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,350.0
2011,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,340.0
2012,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,400.0
2013,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,410.0
2014,Newfoundland and Labrador,Number of farm operators,v29788976,2.1,300.0
2002,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2003,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2004,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2005,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2006,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2007,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2008,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2009,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2010,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2011,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
2012,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.2
2013,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.2
2014,Newfoundland and Labrador,"Number of farm operators, distribution by province (percent)",v29788977,2.2,0.1
1998,Newfoundland and Labrador,Number of farms,v29788978,2.3,270.0
1999,Newfoundland and Labrador,Number of farms,v29788978,2.3,250.0
2000,Newfoundland and Labrador,Number of farms,v29788978,2.3,255.0
2001,Newfoundland and Labrador,Number of farms,v29788978,2.3,235.0
2002,Newfoundland and Labrador,Number of farms,v29788978,2.3,225.0
2003,Newfoundland and Labrador,Number of farms,v29788978,2.3,240.0
2004,Newfoundland and Labrador,Number of farms,v29788978,2.3,240.0
2005,Newfoundland and Labrador,Number of farms,v29788978,2.3,240.0
2006,Newfoundland and Labrador,Number of farms,v29788978,2.3,240.0
2007,Newfoundland and Labrador,Number of farms,v29788978,2.3,255.0
2008,Newfoundland and Labrador,Number of farms,v29788978,2.3,245.0
2009,Newfoundland and Labrador,Number of farms,v29788978,2.3,260.0
2010,Newfoundland and Labrador,Number of farms,v29788978,2.3,250.0
2011,Newfoundland and Labrador,Number of farms,v29788978,2.3,255.0
2012,Newfoundland and Labrador,Number of farms,v29788978,2.3,305.0
2013,Newfoundland and Labrador,Number of farms,v29788978,2.3,315.0
2014,Newfoundland and Labrador,Number of farms,v29788978,2.3,225.0
2002,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2003,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2004,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2005,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2006,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2007,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2008,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2009,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2010,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2011,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
2012,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.2
2013,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.2
2014,Newfoundland and Labrador,"Number of farms, distribution by province (percent)",v29788979,2.4,0.1
1998,Newfoundland and Labrador,"Total income (x 1,000)",v29788980,2.5,13519.0
1999,Newfoundland and Labrador,"Total income (x 1,000)",v29788980,2.5,13426.0
2000,Newfoundland and Labrador,"Total income (x 1,000)",v29788980,2.5,16558.0
2001,Newfoundland and Labrador,"Total income (x 1,000)",v29788980,2.5,13754.0
2002,Newfoundland and Labrador,"Total income (x 1,000)",v29788980,2.5,12526.0
2003,Newfoundland and Labrador,"Total income (x 1,000)",v29788980,2.5,15922.0
2004,Newfoundland and Labrador,"Total income (x 1,000)",v29788980,2.5,18808.0
