Ref_Date,GEO,FRUIT,CONTAINER,Vector,Coordinate,Value
1977/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,6167.0
1977/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,6085.0
1977/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,5749.0
1977/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,5844.0
1977/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8974.0
1977/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10262.0
1977/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10233.0
1977/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10249.0
1977/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9212.0
1978/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9537.0
1978/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9662.0
1978/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8321.0
1978/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7147.0
1978/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7458.0
1978/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,6636.0
1978/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,6685.0
1978/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8767.0
1978/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11669.0
1978/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11876.0
1978/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11207.0
1978/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10783.0
1979/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10320.0
1979/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9840.0
1979/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9663.0
1979/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8740.0
1979/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8199.0
1979/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8000.0
1979/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8924.0
1979/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13271.0
1979/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,17056.0
1979/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,16589.0
1979/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,16154.0
1979/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,14905.0
1980/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,14146.0
1980/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12566.0
1980/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11677.0
1980/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11153.0
1980/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10012.0
1980/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8962.0
1980/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9069.0
1980/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10644.0
1980/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13721.0
1980/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13480.0
1980/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13138.0
1980/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12601.0
1981/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11611.0
1981/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11121.0
1981/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10573.0
1981/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9841.0
1981/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7936.0
1981/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7299.0
1981/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7423.0
1981/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10873.0
1981/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13104.0
1981/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11969.0
1981/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10469.0
1981/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9355.0
1982/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9108.0
1982/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8491.0
1982/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7609.0
1982/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,6730.0
1982/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7516.0
1982/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,6593.0
1982/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7552.0
1982/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11007.0
1982/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,14357.0
1982/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,14325.0
1982/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,14861.0
1982/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13887.0
1983/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13535.0
1983/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12664.0
1983/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11873.0
1983/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9155.0
1983/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9022.0
1983/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7774.0
1983/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8381.0
1983/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9627.0
1983/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12840.0
1983/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13748.0
1983/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12815.0
1983/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12431.0
1984/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11202.0
1984/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11522.0
1984/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10738.0
1984/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9182.0
1984/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8569.0
1984/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7463.0
1984/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7852.0
1984/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10091.0
1984/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13627.0
1984/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,14000.0
1984/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12783.0
1984/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11641.0
1985/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12511.0
1985/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,11411.0
1985/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10376.0
1985/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9116.0
1985/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8060.0
1985/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7420.0
1985/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,7590.0
1985/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9412.0
1985/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13120.0
1985/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,15561.0
1985/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12728.0
1985/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,12208.0
1986/01,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13237.0
1986/02,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,13261.0
1986/03,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,10731.0
1986/04,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9676.0
1986/05,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9073.0
1986/06,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,5656.0
1986/07,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,6059.0
1986/08,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9509.0
1986/09,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9760.0
1986/10,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9328.0
1986/11,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,9232.0
1986/12,Canada,Total fruit,Containers over 0.454 kilograms up to 13.6 kilograms,v722273,1.1.2,8177.0
1970/01,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5508.0
1970/02,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4737.0
1970/03,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4298.0
1970/04,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3946.0
1970/05,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3646.0
1970/06,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3097.0
1970/07,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5676.0
1970/08,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5730.0
1970/09,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7369.0
1970/10,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,8088.0
1970/11,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7005.0
1970/12,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6557.0
1971/01,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5652.0
1971/02,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5583.0
1971/03,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4452.0
1971/04,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4084.0
1971/05,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3200.0
1971/06,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,2843.0
1971/07,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,2817.0
1971/08,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4716.0
1971/09,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6226.0
1971/10,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5639.0
1971/11,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6016.0
1971/12,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6196.0
1972/01,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5056.0
1972/02,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5524.0
1972/03,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4215.0
1972/04,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3585.0
1972/05,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,2949.0
1972/06,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,2622.0
1972/07,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3187.0
1972/08,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6067.0
1972/09,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6133.0
1972/10,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6215.0
1972/11,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6134.0
1972/12,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5344.0
1973/01,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4795.0
1973/02,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5148.0
1973/03,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4318.0
1973/04,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3901.0
1973/05,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3600.0
1973/06,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3048.0
1973/07,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4120.0
1973/08,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,9267.0
1973/09,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,10664.0
1973/10,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,9659.0
1973/11,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,8145.0
1973/12,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,8628.0
1974/01,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,8112.0
1974/02,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7828.0
1974/03,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7112.0
1974/04,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6029.0
1974/05,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5473.0
1974/06,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5013.0
1974/07,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6935.0
1974/08,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,9488.0
1974/09,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,10371.0
1974/10,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,10894.0
1974/11,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,10768.0
1974/12,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,9590.0
1975/01,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,8009.0
1975/02,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7494.0
1975/03,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6960.0
1975/04,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6324.0
1975/05,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6196.0
1975/06,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5792.0
1975/07,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5870.0
1975/08,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7435.0
1975/09,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7516.0
1975/10,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7378.0
1975/11,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,6100.0
1975/12,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5485.0
1976/01,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,5012.0
1976/02,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4742.0
1976/03,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,4423.0
1976/04,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3995.0
1976/05,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3580.0
1976/06,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3411.0
1976/07,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,3890.0
1976/08,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7171.0
1976/09,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,8160.0
1976/10,Canada,Total fruit,Containers over 13.6 kilograms,v722282,1.1.3,7448.0
