Ref_Date,GEO,AGE,SEX,SMOKING,STATS,Vector,Coordinate,Value
2012,Canada,25 to 54 years,Both sexes,Non-smoker,Number of persons,v97163554,1.3.1.5.1,6180.0
2012,Canada,25 to 54 years,Both sexes,Non-smoker,Percent,v97163555,1.3.1.5.2,28.7
2012,Canada,25 to 54 years,Both sexes,Non-smoker,Low 95% confidence interval (percent),v97163556,1.3.1.5.3,25.4
2012,Canada,25 to 54 years,Both sexes,Non-smoker,High 95% confidence interval (percent),v97163557,1.3.1.5.4,32.1
2012,Canada,25 to 54 years,Both sexes,Exposed to second-hand smoke at home,Number of persons,v97163558,1.3.1.6.1,670.0
2012,Canada,25 to 54 years,Both sexes,Exposed to second-hand smoke at home,Percent,v97163559,1.3.1.6.2,3.1
2012,Canada,25 to 54 years,Both sexes,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163560,1.3.1.6.3,2.3
2012,Canada,25 to 54 years,Both sexes,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163561,1.3.1.6.4,4.1
2012,Canada,25 to 54 years,Both sexes,Not exposed to second-hand smoke at home,Number of persons,v97163562,1.3.1.7.1,5510.0
2012,Canada,25 to 54 years,Both sexes,Not exposed to second-hand smoke at home,Percent,v97163563,1.3.1.7.2,25.6
2012,Canada,25 to 54 years,Both sexes,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163564,1.3.1.7.3,22.4
2012,Canada,25 to 54 years,Both sexes,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163565,1.3.1.7.4,29.0
2012,Canada,25 to 54 years,Both sexes,Not specified if exposed to second-hand smoke at home,Number of persons,v97163566,1.3.1.8.1,F
2012,Canada,25 to 54 years,Both sexes,Not specified if exposed to second-hand smoke at home,Percent,v97163567,1.3.1.8.2,F
2012,Canada,25 to 54 years,Both sexes,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163568,1.3.1.8.3,F
2012,Canada,25 to 54 years,Both sexes,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163569,1.3.1.8.4,F
2012,Canada,25 to 54 years,Both sexes,Smoking status not specified,Number of persons,v97163570,1.3.1.9.1,1380.0
2012,Canada,25 to 54 years,Both sexes,Smoking status not specified,Percent,v97163571,1.3.1.9.2,6.4
2012,Canada,25 to 54 years,Both sexes,Smoking status not specified,Low 95% confidence interval (percent),v97163572,1.3.1.9.3,4.8
2012,Canada,25 to 54 years,Both sexes,Smoking status not specified,High 95% confidence interval (percent),v97163573,1.3.1.9.4,8.5
2012,Canada,25 to 54 years,Male,"Total, smoking status",Number of persons,v97163574,1.3.2.1.1,10230.0
2012,Canada,25 to 54 years,Male,"Total, smoking status",Percent,v97163575,1.3.2.1.2,100.0
2012,Canada,25 to 54 years,Male,"Total, smoking status",Low 95% confidence interval (percent),v97163576,1.3.2.1.3,100.0
2012,Canada,25 to 54 years,Male,"Total, smoking status",High 95% confidence interval (percent),v97163577,1.3.2.1.4,100.0
2012,Canada,25 to 54 years,Male,Current daily or occasional smoker,Number of persons,v97163578,1.3.2.2.1,6680.0
2012,Canada,25 to 54 years,Male,Current daily or occasional smoker,Percent,v97163579,1.3.2.2.2,65.3
2012,Canada,25 to 54 years,Male,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163580,1.3.2.2.3,60.3
2012,Canada,25 to 54 years,Male,Current daily or occasional smoker,High 95% confidence interval (percent),v97163581,1.3.2.2.4,69.9
2012,Canada,25 to 54 years,Male,Daily smoker,Number of persons,v97163582,1.3.2.3.1,5860.0
2012,Canada,25 to 54 years,Male,Daily smoker,Percent,v97163583,1.3.2.3.2,57.3
2012,Canada,25 to 54 years,Male,Daily smoker,Low 95% confidence interval (percent),v97163584,1.3.2.3.3,52.4
2012,Canada,25 to 54 years,Male,Daily smoker,High 95% confidence interval (percent),v97163585,1.3.2.3.4,62.0
2012,Canada,25 to 54 years,Male,Occasional smoker,Number of persons,v97163586,1.3.2.4.1,820.0
2012,Canada,25 to 54 years,Male,Occasional smoker,Percent,v97163587,1.3.2.4.2,8.0
2012,Canada,25 to 54 years,Male,Occasional smoker,Low 95% confidence interval (percent),v97163588,1.3.2.4.3,6.1
2012,Canada,25 to 54 years,Male,Occasional smoker,High 95% confidence interval (percent),v97163589,1.3.2.4.4,10.5
2012,Canada,25 to 54 years,Male,Non-smoker,Number of persons,v97163590,1.3.2.5.1,3050.0
2012,Canada,25 to 54 years,Male,Non-smoker,Percent,v97163591,1.3.2.5.2,29.8
2012,Canada,25 to 54 years,Male,Non-smoker,Low 95% confidence interval (percent),v97163592,1.3.2.5.3,25.2
2012,Canada,25 to 54 years,Male,Non-smoker,High 95% confidence interval (percent),v97163593,1.3.2.5.4,34.9
2012,Canada,25 to 54 years,Male,Exposed to second-hand smoke at home,Number of persons,v97163594,1.3.2.6.1,420.0
2012,Canada,25 to 54 years,Male,Exposed to second-hand smoke at home,Percent,v97163595,1.3.2.6.2,4.1
2012,Canada,25 to 54 years,Male,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163596,1.3.2.6.3,2.9
2012,Canada,25 to 54 years,Male,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163597,1.3.2.6.4,5.9
2012,Canada,25 to 54 years,Male,Not exposed to second-hand smoke at home,Number of persons,v97163598,1.3.2.7.1,2630.0
2012,Canada,25 to 54 years,Male,Not exposed to second-hand smoke at home,Percent,v97163599,1.3.2.7.2,25.7
2012,Canada,25 to 54 years,Male,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163600,1.3.2.7.3,21.2
2012,Canada,25 to 54 years,Male,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163601,1.3.2.7.4,30.9
2012,Canada,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Number of persons,v97163602,1.3.2.8.1,F
2012,Canada,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Percent,v97163603,1.3.2.8.2,F
2012,Canada,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163604,1.3.2.8.3,F
2012,Canada,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163605,1.3.2.8.4,F
2012,Canada,25 to 54 years,Male,Smoking status not specified,Number of persons,v97163606,1.3.2.9.1,500.0
2012,Canada,25 to 54 years,Male,Smoking status not specified,Percent,v97163607,1.3.2.9.2,4.9
2012,Canada,25 to 54 years,Male,Smoking status not specified,Low 95% confidence interval (percent),v97163608,1.3.2.9.3,3.5
2012,Canada,25 to 54 years,Male,Smoking status not specified,High 95% confidence interval (percent),v97163609,1.3.2.9.4,6.7
2012,Canada,25 to 54 years,Female,"Total, smoking status",Number of persons,v97163610,1.3.3.1.1,11340.0
2012,Canada,25 to 54 years,Female,"Total, smoking status",Percent,v97163611,1.3.3.1.2,100.0
2012,Canada,25 to 54 years,Female,"Total, smoking status",Low 95% confidence interval (percent),v97163612,1.3.3.1.3,100.0
2012,Canada,25 to 54 years,Female,"Total, smoking status",High 95% confidence interval (percent),v97163613,1.3.3.1.4,100.0
2012,Canada,25 to 54 years,Female,Current daily or occasional smoker,Number of persons,v97163614,1.3.3.2.1,7330.0
2012,Canada,25 to 54 years,Female,Current daily or occasional smoker,Percent,v97163615,1.3.3.2.2,64.6
2012,Canada,25 to 54 years,Female,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163616,1.3.3.2.3,59.6
2012,Canada,25 to 54 years,Female,Current daily or occasional smoker,High 95% confidence interval (percent),v97163617,1.3.3.2.4,69.4
2012,Canada,25 to 54 years,Female,Daily smoker,Number of persons,v97163618,1.3.3.3.1,6170.0
2012,Canada,25 to 54 years,Female,Daily smoker,Percent,v97163619,1.3.3.3.2,54.4
2012,Canada,25 to 54 years,Female,Daily smoker,Low 95% confidence interval (percent),v97163620,1.3.3.3.3,49.6
2012,Canada,25 to 54 years,Female,Daily smoker,High 95% confidence interval (percent),v97163621,1.3.3.3.4,59.2
2012,Canada,25 to 54 years,Female,Occasional smoker,Number of persons,v97163622,1.3.3.4.1,1160.0
2012,Canada,25 to 54 years,Female,Occasional smoker,Percent,v97163623,1.3.3.4.2,10.2
2012,Canada,25 to 54 years,Female,Occasional smoker,Low 95% confidence interval (percent),v97163624,1.3.3.4.3,7.7
2012,Canada,25 to 54 years,Female,Occasional smoker,High 95% confidence interval (percent),v97163625,1.3.3.4.4,13.4
2012,Canada,25 to 54 years,Female,Non-smoker,Number of persons,v97163626,1.3.3.5.1,3120.0
2012,Canada,25 to 54 years,Female,Non-smoker,Percent,v97163627,1.3.3.5.2,27.5
2012,Canada,25 to 54 years,Female,Non-smoker,Low 95% confidence interval (percent),v97163628,1.3.3.5.3,23.1
2012,Canada,25 to 54 years,Female,Non-smoker,High 95% confidence interval (percent),v97163629,1.3.3.5.4,32.5
2012,Canada,25 to 54 years,Female,Exposed to second-hand smoke at home,Number of persons,v97163630,1.3.3.6.1,250.0
2012,Canada,25 to 54 years,Female,Exposed to second-hand smoke at home,Percent,v97163631,1.3.3.6.2,2.2
2012,Canada,25 to 54 years,Female,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163632,1.3.3.6.3,1.4
2012,Canada,25 to 54 years,Female,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163633,1.3.3.6.4,3.5
2012,Canada,25 to 54 years,Female,Not exposed to second-hand smoke at home,Number of persons,v97163634,1.3.3.7.1,2880.0
2012,Canada,25 to 54 years,Female,Not exposed to second-hand smoke at home,Percent,v97163635,1.3.3.7.2,25.4
2012,Canada,25 to 54 years,Female,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163636,1.3.3.7.3,21.0
2012,Canada,25 to 54 years,Female,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163637,1.3.3.7.4,30.3
2012,Canada,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Number of persons,v97163638,1.3.3.8.1,F
2012,Canada,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Percent,v97163639,1.3.3.8.2,F
2012,Canada,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163640,1.3.3.8.3,F
2012,Canada,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163641,1.3.3.8.4,F
2012,Canada,25 to 54 years,Female,Smoking status not specified,Number of persons,v97163642,1.3.3.9.1,880.0
2012,Canada,25 to 54 years,Female,Smoking status not specified,Percent,v97163643,1.3.3.9.2,7.8
2012,Canada,25 to 54 years,Female,Smoking status not specified,Low 95% confidence interval (percent),v97163644,1.3.3.9.3,5.1
2012,Canada,25 to 54 years,Female,Smoking status not specified,High 95% confidence interval (percent),v97163645,1.3.3.9.4,11.7
2012,Canada,55 years and over,Both sexes,"Total, smoking status",Number of persons,v97163646,1.4.1.1.1,7190.0
2012,Canada,55 years and over,Both sexes,"Total, smoking status",Percent,v97163647,1.4.1.1.2,100.0
2012,Canada,55 years and over,Both sexes,"Total, smoking status",Low 95% confidence interval (percent),v97163648,1.4.1.1.3,100.0
2012,Canada,55 years and over,Both sexes,"Total, smoking status",High 95% confidence interval (percent),v97163649,1.4.1.1.4,100.0
2012,Canada,55 years and over,Both sexes,Current daily or occasional smoker,Number of persons,v97163650,1.4.1.2.1,2040.0
2012,Canada,55 years and over,Both sexes,Current daily or occasional smoker,Percent,v97163651,1.4.1.2.2,28.4
2012,Canada,55 years and over,Both sexes,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163652,1.4.1.2.3,22.1
2012,Canada,55 years and over,Both sexes,Current daily or occasional smoker,High 95% confidence interval (percent),v97163653,1.4.1.2.4,35.7
2012,Canada,55 years and over,Both sexes,Daily smoker,Number of persons,v97163654,1.4.1.3.1,1740.0
2012,Canada,55 years and over,Both sexes,Daily smoker,Percent,v97163655,1.4.1.3.2,24.2
2012,Canada,55 years and over,Both sexes,Daily smoker,Low 95% confidence interval (percent),v97163656,1.4.1.3.3,18.3
2012,Canada,55 years and over,Both sexes,Daily smoker,High 95% confidence interval (percent),v97163657,1.4.1.3.4,31.2
2012,Canada,55 years and over,Both sexes,Occasional smoker,Number of persons,v97163658,1.4.1.4.1,300.0
2012,Canada,55 years and over,Both sexes,Occasional smoker,Percent,v97163659,1.4.1.4.2,4.2
2012,Canada,55 years and over,Both sexes,Occasional smoker,Low 95% confidence interval (percent),v97163660,1.4.1.4.3,2.5
2012,Canada,55 years and over,Both sexes,Occasional smoker,High 95% confidence interval (percent),v97163661,1.4.1.4.4,7.0
2012,Canada,55 years and over,Both sexes,Non-smoker,Number of persons,v97163662,1.4.1.5.1,4800.0
2012,Canada,55 years and over,Both sexes,Non-smoker,Percent,v97163663,1.4.1.5.2,66.8
2012,Canada,55 years and over,Both sexes,Non-smoker,Low 95% confidence interval (percent),v97163664,1.4.1.5.3,59.3
2012,Canada,55 years and over,Both sexes,Non-smoker,High 95% confidence interval (percent),v97163665,1.4.1.5.4,73.5
2012,Canada,55 years and over,Both sexes,Exposed to second-hand smoke at home,Number of persons,v97163666,1.4.1.6.1,460.0
2012,Canada,55 years and over,Both sexes,Exposed to second-hand smoke at home,Percent,v97163667,1.4.1.6.2,6.4
2012,Canada,55 years and over,Both sexes,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163668,1.4.1.6.3,3.6
2012,Canada,55 years and over,Both sexes,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163669,1.4.1.6.4,11.3
2012,Canada,55 years and over,Both sexes,Not exposed to second-hand smoke at home,Number of persons,v97163670,1.4.1.7.1,4340.0
2012,Canada,55 years and over,Both sexes,Not exposed to second-hand smoke at home,Percent,v97163671,1.4.1.7.2,60.4
2012,Canada,55 years and over,Both sexes,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163672,1.4.1.7.3,52.6
2012,Canada,55 years and over,Both sexes,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163673,1.4.1.7.4,67.6
2012,Canada,55 years and over,Both sexes,Not specified if exposed to second-hand smoke at home,Number of persons,v97163674,1.4.1.8.1,F
2012,Canada,55 years and over,Both sexes,Not specified if exposed to second-hand smoke at home,Percent,v97163675,1.4.1.8.2,F
2012,Canada,55 years and over,Both sexes,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163676,1.4.1.8.3,F
2012,Canada,55 years and over,Both sexes,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163677,1.4.1.8.4,F
2012,Canada,55 years and over,Both sexes,Smoking status not specified,Number of persons,v97163678,1.4.1.9.1,340.0
2012,Canada,55 years and over,Both sexes,Smoking status not specified,Percent,v97163679,1.4.1.9.2,4.7
2012,Canada,55 years and over,Both sexes,Smoking status not specified,Low 95% confidence interval (percent),v97163680,1.4.1.9.3,2.6
2012,Canada,55 years and over,Both sexes,Smoking status not specified,High 95% confidence interval (percent),v97163681,1.4.1.9.4,8.6
2012,Canada,55 years and over,Male,"Total, smoking status",Number of persons,v97163682,1.4.2.1.1,2740.0
2012,Canada,55 years and over,Male,"Total, smoking status",Percent,v97163683,1.4.2.1.2,100.0
2012,Canada,55 years and over,Male,"Total, smoking status",Low 95% confidence interval (percent),v97163684,1.4.2.1.3,100.0
2012,Canada,55 years and over,Male,"Total, smoking status",High 95% confidence interval (percent),v97163685,1.4.2.1.4,100.0
2012,Canada,55 years and over,Male,Current daily or occasional smoker,Number of persons,v97163686,1.4.2.2.1,690.0
2012,Canada,55 years and over,Male,Current daily or occasional smoker,Percent,v97163687,1.4.2.2.2,25.2
2012,Canada,55 years and over,Male,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163688,1.4.2.2.3,17.1
2012,Canada,55 years and over,Male,Current daily or occasional smoker,High 95% confidence interval (percent),v97163689,1.4.2.2.4,35.5
2012,Canada,55 years and over,Male,Daily smoker,Number of persons,v97163690,1.4.2.3.1,530.0
2012,Canada,55 years and over,Male,Daily smoker,Percent,v97163691,1.4.2.3.2,19.3
2012,Canada,55 years and over,Male,Daily smoker,Low 95% confidence interval (percent),v97163692,1.4.2.3.3,12.4
2012,Canada,55 years and over,Male,Daily smoker,High 95% confidence interval (percent),v97163693,1.4.2.3.4,28.7
2012,Canada,55 years and over,Male,Occasional smoker,Number of persons,v97163694,1.4.2.4.1,F
2012,Canada,55 years and over,Male,Occasional smoker,Percent,v97163695,1.4.2.4.2,F
2012,Canada,55 years and over,Male,Occasional smoker,Low 95% confidence interval (percent),v97163696,1.4.2.4.3,F
2012,Canada,55 years and over,Male,Occasional smoker,High 95% confidence interval (percent),v97163697,1.4.2.4.4,F
2012,Canada,55 years and over,Male,Non-smoker,Number of persons,v97163698,1.4.2.5.1,1880.0
