Ref_Date,GEO,AGE,SEX,HEALTH,STATS,Vector,Coordinate,Value
2006,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,Number of persons,v97099678,1.1.3.6.1,3310.0
2012,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,Number of persons,v97099678,1.1.3.6.1,4080.0
2001,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,Percent,v97099679,1.1.3.6.2,10.0
2006,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,Percent,v97099679,1.1.3.6.2,14.0
2012,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,Percent,v97099679,1.1.3.6.2,14.7
2001,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97099680,1.1.3.6.3,8.5
2006,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97099680,1.1.3.6.3,12.3
2012,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97099680,1.1.3.6.3,12.3
2001,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97099681,1.1.3.6.4,11.7
2006,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97099681,1.1.3.6.4,15.8
2012,Canada,"Total, 6 years and over",Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97099681,1.1.3.6.4,17.5
2001,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Number of persons,v97099682,1.1.3.7.1,F
2006,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Number of persons,v97099682,1.1.3.7.1,160.0
2012,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Number of persons,v97099682,1.1.3.7.1,1740.0
2001,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Percent,v97099683,1.1.3.7.2,F
2006,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Percent,v97099683,1.1.3.7.2,0.7
2012,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Percent,v97099683,1.1.3.7.2,6.3
2001,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Low 95% confidence interval (percent),v97099684,1.1.3.7.3,F
2006,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Low 95% confidence interval (percent),v97099684,1.1.3.7.3,0.4
2012,Canada,"Total, 6 years and over",Female,Perceived general health not specified,Low 95% confidence interval (percent),v97099684,1.1.3.7.3,4.9
2001,Canada,"Total, 6 years and over",Female,Perceived general health not specified,High 95% confidence interval (percent),v97099685,1.1.3.7.4,F
2006,Canada,"Total, 6 years and over",Female,Perceived general health not specified,High 95% confidence interval (percent),v97099685,1.1.3.7.4,1.0
2012,Canada,"Total, 6 years and over",Female,Perceived general health not specified,High 95% confidence interval (percent),v97099685,1.1.3.7.4,8.0
2001,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Number of persons,v97099686,1.2.1.1.1,11420.0
2006,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Number of persons,v97099686,1.2.1.1.1,11200.0
2012,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Number of persons,v97099686,1.2.1.1.1,11710.0
2001,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Percent,v97099687,1.2.1.1.2,100.0
2006,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Percent,v97099687,1.2.1.1.2,100.0
2012,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Percent,v97099687,1.2.1.1.2,100.0
2001,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97099688,1.2.1.1.3,100.0
2006,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97099688,1.2.1.1.3,100.0
2012,Canada,6 to 14 years,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97099688,1.2.1.1.3,100.0
2001,Canada,6 to 14 years,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97099689,1.2.1.1.4,100.0
2006,Canada,6 to 14 years,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97099689,1.2.1.1.4,100.0
2012,Canada,6 to 14 years,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97099689,1.2.1.1.4,100.0
2001,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Number of persons,v97099690,1.2.1.2.1,8950.0
2006,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Number of persons,v97099690,1.2.1.2.1,8300.0
2012,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Number of persons,v97099690,1.2.1.2.1,8830.0
2001,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Percent,v97099691,1.2.1.2.2,78.4
2006,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Percent,v97099691,1.2.1.2.2,74.1
2012,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Percent,v97099691,1.2.1.2.2,75.4
2001,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97099692,1.2.1.2.3,76.2
2006,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97099692,1.2.1.2.3,71.3
2012,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97099692,1.2.1.2.3,72.1
2001,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97099693,1.2.1.2.4,80.4
2006,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97099693,1.2.1.2.4,76.8
2012,Canada,6 to 14 years,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97099693,1.2.1.2.4,78.5
2001,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Number of persons,v97099694,1.2.1.3.1,5970.0
2006,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Number of persons,v97099694,1.2.1.3.1,5280.0
2012,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Number of persons,v97099694,1.2.1.3.1,5600.0
2001,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Percent,v97099695,1.2.1.3.2,52.3
2006,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Percent,v97099695,1.2.1.3.2,47.1
2012,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Percent,v97099695,1.2.1.3.2,47.8
2001,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97099696,1.2.1.3.3,49.4
2006,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97099696,1.2.1.3.3,44.1
2012,Canada,6 to 14 years,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97099696,1.2.1.3.3,44.5
2001,Canada,6 to 14 years,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97099697,1.2.1.3.4,55.2
2006,Canada,6 to 14 years,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97099697,1.2.1.3.4,50.2
2012,Canada,6 to 14 years,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97099697,1.2.1.3.4,51.1
2001,Canada,6 to 14 years,Both sexes,Very good perceived general health,Number of persons,v97099698,1.2.1.4.1,2980.0
2006,Canada,6 to 14 years,Both sexes,Very good perceived general health,Number of persons,v97099698,1.2.1.4.1,3020.0
2012,Canada,6 to 14 years,Both sexes,Very good perceived general health,Number of persons,v97099698,1.2.1.4.1,3240.0
2001,Canada,6 to 14 years,Both sexes,Very good perceived general health,Percent,v97099699,1.2.1.4.2,26.1
2006,Canada,6 to 14 years,Both sexes,Very good perceived general health,Percent,v97099699,1.2.1.4.2,27.0
2012,Canada,6 to 14 years,Both sexes,Very good perceived general health,Percent,v97099699,1.2.1.4.2,27.7
2001,Canada,6 to 14 years,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97099700,1.2.1.4.3,23.4
2006,Canada,6 to 14 years,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97099700,1.2.1.4.3,24.3
2012,Canada,6 to 14 years,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97099700,1.2.1.4.3,24.6
2001,Canada,6 to 14 years,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97099701,1.2.1.4.4,28.9
2006,Canada,6 to 14 years,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97099701,1.2.1.4.4,29.8
2012,Canada,6 to 14 years,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97099701,1.2.1.4.4,30.9
2001,Canada,6 to 14 years,Both sexes,Good perceived general health,Number of persons,v97099702,1.2.1.5.1,2060.0
2006,Canada,6 to 14 years,Both sexes,Good perceived general health,Number of persons,v97099702,1.2.1.5.1,2320.0
2012,Canada,6 to 14 years,Both sexes,Good perceived general health,Number of persons,v97099702,1.2.1.5.1,1910.0
2001,Canada,6 to 14 years,Both sexes,Good perceived general health,Percent,v97099703,1.2.1.5.2,18.0
2006,Canada,6 to 14 years,Both sexes,Good perceived general health,Percent,v97099703,1.2.1.5.2,20.7
2012,Canada,6 to 14 years,Both sexes,Good perceived general health,Percent,v97099703,1.2.1.5.2,16.3
2001,Canada,6 to 14 years,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97099704,1.2.1.5.3,16.2
2006,Canada,6 to 14 years,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97099704,1.2.1.5.3,18.3
2012,Canada,6 to 14 years,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97099704,1.2.1.5.3,13.9
2001,Canada,6 to 14 years,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97099705,1.2.1.5.4,20.0
2006,Canada,6 to 14 years,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97099705,1.2.1.5.4,23.3
2012,Canada,6 to 14 years,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97099705,1.2.1.5.4,18.9
2001,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Number of persons,v97099706,1.2.1.6.1,370.0
2006,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Number of persons,v97099706,1.2.1.6.1,520.0
2012,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Number of persons,v97099706,1.2.1.6.1,460.0
2001,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Percent,v97099707,1.2.1.6.2,3.2
2006,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Percent,v97099707,1.2.1.6.2,4.6
2012,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Percent,v97099707,1.2.1.6.2,3.9
2001,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97099708,1.2.1.6.3,2.5
2006,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97099708,1.2.1.6.3,3.4
2012,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97099708,1.2.1.6.3,2.6
2001,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97099709,1.2.1.6.4,4.2
2006,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97099709,1.2.1.6.4,6.4
2012,Canada,6 to 14 years,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97099709,1.2.1.6.4,6.0
2001,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Number of persons,v97099710,1.2.1.7.1,F
2006,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Number of persons,v97099710,1.2.1.7.1,F
2012,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Number of persons,v97099710,1.2.1.7.1,510.0
2001,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Percent,v97099711,1.2.1.7.2,F
2006,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Percent,v97099711,1.2.1.7.2,F
2012,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Percent,v97099711,1.2.1.7.2,4.4
2001,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97099712,1.2.1.7.3,F
2006,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97099712,1.2.1.7.3,F
2012,Canada,6 to 14 years,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97099712,1.2.1.7.3,3.2
2001,Canada,6 to 14 years,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97099713,1.2.1.7.4,F
2006,Canada,6 to 14 years,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97099713,1.2.1.7.4,F
2012,Canada,6 to 14 years,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97099713,1.2.1.7.4,5.8
2001,Canada,6 to 14 years,Male,"Total, perceived general health",Number of persons,v97099714,1.2.2.1.1,5730.0
2006,Canada,6 to 14 years,Male,"Total, perceived general health",Number of persons,v97099714,1.2.2.1.1,6060.0
2012,Canada,6 to 14 years,Male,"Total, perceived general health",Number of persons,v97099714,1.2.2.1.1,6400.0
2001,Canada,6 to 14 years,Male,"Total, perceived general health",Percent,v97099715,1.2.2.1.2,100.0
