Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1977/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,38653.0
1977/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,57199.0
1977/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,70829.0
1977/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,71829.0
1977/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,67921.0
1978/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,61783.0
1978/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,54675.0
1978/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,47955.0
1978/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,38504.0
1978/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,31956.0
1978/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,25315.0
1978/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,22232.0
1978/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,34493.0
1978/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,56938.0
1978/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,69011.0
1978/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,73590.0
1978/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,71618.0
1979/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,67041.0
1979/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,58779.0
1979/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,50151.0
1979/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,44360.0
1979/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,37177.0
1979/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,31401.0
1979/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,27646.0
1979/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,42396.0
1979/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,65450.0
1979/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,81523.0
1979/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,84311.0
1979/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,85534.0
1980/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,82441.0
1980/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,73474.0
1980/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,64571.0
1980/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,59788.0
1980/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,51263.0
1980/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,44867.0
1980/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,38284.0
1980/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,50180.0
1980/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,67129.0
1980/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,78858.0
1980/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,81418.0
1980/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,74475.0
1981/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,67534.0
1981/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,62501.0
1981/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,54214.0
1981/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,47819.0
1981/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,34816.0
1981/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,29130.0
1981/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,27114.0
1981/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,38001.0
1981/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,55983.0
1981/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,72210.0
1981/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,65981.0
1981/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,64958.0
1982/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,58292.0
1982/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,50728.0
1982/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,44029.0
1982/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,39378.0
1982/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,33198.0
1982/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,27372.0
1982/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,23948.0
1982/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,40796.0
1982/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,60127.0
1982/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,73915.0
1982/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,85218.0
1982/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,84537.0
1983/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,72658.0
1983/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,76038.0
1983/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,65573.0
1983/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,62961.0
1983/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,54196.0
1983/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,46562.0
1983/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,39698.0
1983/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,45679.0
1983/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,63642.0
1983/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,79939.0
1983/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,85291.0
1983/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,82056.0
1984/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,74881.0
1984/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,67604.0
1984/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,57882.0
1984/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,51952.0
1984/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,46951.0
1984/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,39756.0
1984/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,37197.0
1984/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,41052.0
1984/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,63393.0
1984/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,73972.0
1984/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,86649.0
1984/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,82325.0
1985/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,72901.0
1985/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,65952.0
1985/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,58984.0
1985/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,50976.0
1985/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,44040.0
1985/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,37723.0
1985/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,34637.0
1985/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,47264.0
1985/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,64169.0
1985/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,77504.0
1985/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,79984.0
1985/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,78546.0
1986/01,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,81936.0
1986/02,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,76499.0
1986/03,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,65567.0
1986/04,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,58804.0
1986/05,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,57425.0
1986/06,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,46940.0
1986/07,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,48906.0
1986/08,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,58992.0
1986/09,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,61278.0
1986/10,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,82472.0
1986/11,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,83115.0
1986/12,Canada,"Total, frozen vegetables",Frozen vegetables held in storages and factories,v722383,1.2.1,80164.0
1970/01,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,156.0
1970/02,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,128.0
1970/03,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,88.0
1970/04,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,59.0
1970/05,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,56.0
1970/06,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,278.0
1970/07,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,219.0
1970/08,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,223.0
1970/09,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,244.0
1970/10,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,222.0
1970/11,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,181.0
1970/12,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,164.0
1971/01,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,130.0
1971/02,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,110.0
1971/03,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,85.0
1971/04,Canada,Asparagus,Frozen vegetables held in storages and factories,v722384,1.3.1,64.0
