Ref_Date,GEO,SUP,TYP,Vector,Coordinate,Value
1993,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,23867.5
1994,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,18284.7
1995,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,20341.0
1996,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,25174.8
1997,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,19928.6
1998,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,18040.4
1999,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,22619.0
2000,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,20827.0
2001,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,17580.7
2002,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,12320.6
2003,Canada,Production,"Wheat, excluding durum (x 1,000)",v383375,1.2.7,19272.4
1976,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,2857.7
1977,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,1276.4
1978,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,2852.2
1979,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,1798.9
1980,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,2035.2
1981,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,2977.0
1982,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,3121.0
1983,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,2620.0
1984,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,2110.0
1985,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,1960.0
1986,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,3878.2
1987,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4014.3
1988,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,1907.8
1989,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4139.5
1990,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4196.6
1991,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4585.8
1992,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,3137.9
1993,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,3358.4
1994,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4634.8
1995,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4648.4
1996,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4626.6
1997,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4351.7
1998,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,6041.9
1999,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4340.9
2000,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,5708.5
2001,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,3049.5
2002,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,3876.9
2003,Canada,Production,"Durum wheat (x 1,000)",v382887,1.2.9,4279.6
1971,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,5640.2
1972,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,4664.7
1973,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,5070.3
1974,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3977.3
1975,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,4480.2
1976,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,4831.1
1977,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,4283.1
1978,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3568.3
1979,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2878.8
1980,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2912.0
1981,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3188.3
1982,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3636.8
1983,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2773.3
1984,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2576.1
1985,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2735.7
1986,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3218.4
1987,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2957.2
1988,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2941.7
1989,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3265.0
1990,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2692.2
1991,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,1793.9
1992,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2828.5
1993,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3556.8
1994,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3640.5
1995,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2872.8
1996,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,4361.1
1997,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3484.7
1998,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3957.5
1999,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3641.3
2000,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3403.3
2001,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2690.7
2002,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,2910.7
2003,Canada,Production,"Oats (x 1,000)",v383246,1.2.3,3691.0
1971,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13098.5
1972,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,11283.9
1973,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,10217.9
1974,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,8790.3
1975,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,9510.0
1976,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,10513.3
1977,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,11801.6
1978,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,10397.2
1979,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,8478.2
1980,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,11395.3
1981,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13724.2
1982,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13965.0
1983,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,10209.0
1984,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,10278.6
1985,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,12387.0
1986,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,14568.0
1987,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13916.1
1988,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,10326.1
1989,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,11784.1
1990,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13441.4
1991,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,11617.3
1992,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,11031.6
1993,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,12972.1
1994,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,11692.0
1995,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13032.5
1996,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,15562.0
1997,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13527.3
1998,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,12708.7
1999,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13196.0
2000,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,13228.6
2001,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,10845.6
2002,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,7489.4
2003,Canada,Production,"Barley (x 1,000)",v383273,1.2.4,12327.6
1971,Canada,Production,Rye,v383300,1.2.1,5567.0
1972,Canada,Production,Rye,v383300,1.2.1,3480.0
1973,Canada,Production,Rye,v383300,1.2.1,3693.0
1974,Canada,Production,Rye,v383300,1.2.1,4992.0
1975,Canada,Production,Rye,v383300,1.2.1,5503.0
1976,Canada,Production,Rye,v383300,1.2.1,4408.0
1977,Canada,Production,Rye,v383300,1.2.1,4068.0
1978,Canada,Production,Rye,v383300,1.2.1,6049.0
1979,Canada,Production,Rye,v383300,1.2.1,5299.0
1980,Canada,Production,Rye,v383300,1.2.1,4558.0
1981,Canada,Production,Rye,v383300,1.2.1,9271.0
1982,Canada,Production,Rye,v383300,1.2.1,9283.0
1983,Canada,Production,Rye,v383300,1.2.1,8227.0
1984,Canada,Production,Rye,v383300,1.2.1,6523.0
1985,Canada,Production,Rye,v383300,1.2.1,5689.0
1986,Canada,Production,Rye,v383300,1.2.1,5146.0
1987,Canada,Production,Rye,v383300,1.2.1,4089.0
1988,Canada,Production,Rye,v383300,1.2.1,2770.0
1989,Canada,Production,Rye,v383300,1.2.1,8064.0
1990,Canada,Production,Rye,v383300,1.2.1,5994.0
1991,Canada,Production,Rye,v383300,1.2.1,3387.0
1992,Canada,Production,Rye,v383300,1.2.1,2811.0
1993,Canada,Production,Rye,v383300,1.2.1,3186.0
1994,Canada,Production,Rye,v383300,1.2.1,3997.0
1995,Canada,Production,Rye,v383300,1.2.1,3096.0
1996,Canada,Production,Rye,v383300,1.2.1,3094.0
1997,Canada,Production,Rye,v383300,1.2.1,3200.0
1998,Canada,Production,Rye,v383300,1.2.1,4082.0
1999,Canada,Production,Rye,v383300,1.2.1,3866.0
2000,Canada,Production,Rye,v383300,1.2.1,2603.0
2001,Canada,Production,Rye,v383300,1.2.1,2278.0
1971,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,568.8
1972,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,447.5
1973,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,492.8
1974,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,350.5
1975,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,444.6
1976,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,276.9
1977,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,652.8
1978,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,571.5
1979,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,815.4
1980,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,441.9
1981,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,467.4
1982,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,751.9
1983,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,443.9
1984,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,693.5
1985,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,896.9
1986,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,990.7
1987,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,701.1
1988,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,327.6
1989,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,497.9
1990,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,889.0
1991,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,635.0
1992,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,336.6
1993,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,627.4
1994,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,967.7
1995,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,1104.9
1996,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,851.0
1997,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,1028.7
1998,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,1080.9
1999,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,1022.4
2000,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,693.4
2001,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,715.0
2002,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,679.4
2003,Canada,Production,"Flaxseed (x 1,000)",v383327,1.2.5,754.4
1971,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,2165.9
1972,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,1317.7
1973,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,1223.7
1974,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,1163.5
1975,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,1839.2
1976,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,836.9
1977,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,1973.1
1978,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3497.1
1979,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3411.1
1980,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,2483.4
1981,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,1848.5
1982,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,2218.1
1983,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,2593.3
1984,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3411.9
1985,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3497.9
1986,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3713.7
1987,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3719.5
1988,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,4218.3
1989,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3209.2
1990,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3265.9
1991,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,4224.2
1992,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,3872.4
1993,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,5524.9
1994,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,7232.5
1995,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,6434.2
1996,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,5062.3
1997,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,6393.1
1998,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,7643.3
1999,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,8798.3
2000,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,7205.3
2001,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,5017.1
2002,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,4407.1
2003,Canada,Production,"Canola (rapeseed) (x 1,000)",v383351,1.2.6,6771.2
1978,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,515.6
1979,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,657.3
1980,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,689.8
1981,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,606.8
1982,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,848.0
1983,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,735.0
1984,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,917.0
1985,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1012.0
1986,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,959.8
1987,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1269.7
1988,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1152.6
1989,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1218.7
1990,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1262.1
1991,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1459.9
1992,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1455.3
1993,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1944.9
1994,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2253.7
1995,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2297.5
1996,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2169.5
1997,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2737.7
1998,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2736.6
1999,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2780.9
2000,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2703.0
2001,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,1635.2
2002,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2335.7
2003,Canada,Production,"Soybeans (x 1,000)",v381640,1.2.8,2268.3
1998,Canada,Production,Dry peas,v15817743,1.2.10,2336.8
1999,Canada,Production,Dry peas,v15817743,1.2.10,2251.9
2000,Canada,Production,Dry peas,v15817743,1.2.10,2864.3
2001,Canada,Production,Dry peas,v15817743,1.2.10,2044.8
2002,Canada,Production,Dry peas,v15817743,1.2.10,1365.5
2003,Canada,Production,Dry peas,v15817743,1.2.10,2124.4
1971,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1972,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1973,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1974,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1975,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1976,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1977,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1978,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1979,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1980,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1981,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1982,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1983,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1984,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1985,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1986,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1987,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1988,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1989,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.0
1990,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,0.2
1991,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,22.1
1992,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,22.9
1993,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,27.4
1994,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,2.3
1995,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,19.8
1996,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,118.4
1997,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,51.6
1998,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,79.8
1999,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,14.3
2000,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,60.4
2001,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,97.3
2002,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,178.2
2003,Canada,Imports,"Wheat (x 1,000)",v383220,1.3.2,17.6
1978,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1979,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1980,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1981,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1982,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1983,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1984,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1985,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1986,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1987,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1988,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1989,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.0
1990,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,0.2
1991,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,22.1
1992,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,22.6
1993,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,19.9
1994,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,2.3
1995,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,15.1
1996,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,118.3
1997,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,51.4
1998,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,76.9
1999,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,5.6
2000,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,50.2
2001,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,85.3
2002,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,172.6
2003,Canada,Imports,"Wheat, excluding durum (x 1,000)",v383376,1.3.7,16.3
1976,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1977,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1978,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1979,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1980,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1981,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1982,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1983,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1984,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1985,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1986,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1987,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1988,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1989,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1990,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1991,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1992,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.3
1993,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,7.5
1994,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.0
1995,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,4.7
1996,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.1
1997,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,0.2
1998,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,2.9
1999,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,8.7
2000,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,10.2
2001,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,12.0
2002,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,5.5
2003,Canada,Imports,"Durum wheat (x 1,000)",v382888,1.3.9,1.3
1971,Canada,Imports,"Oats (x 1,000)",v383247,1.3.3,0.0
1972,Canada,Imports,"Oats (x 1,000)",v383247,1.3.3,0.0
1973,Canada,Imports,"Oats (x 1,000)",v383247,1.3.3,112.9
1974,Canada,Imports,"Oats (x 1,000)",v383247,1.3.3,29.9
1975,Canada,Imports,"Oats (x 1,000)",v383247,1.3.3,0.0
1976,Canada,Imports,"Oats (x 1,000)",v383247,1.3.3,0.0
