Ref_Date,GEO,TYP,GRA,Vector,Coordinate,Value
2003/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,2286.0
2003/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,894.0
2003/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,3929.0
2004/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,2529.0
2004/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,609.0
2004/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,5277.0
2005/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,3739.0
2005/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,1587.0
2005/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,7484.0
2006/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,5136.0
2006/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,2007.0
2006/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,7167.0
2007/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,4786.0
2007/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,1783.0
2007/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,7427.0
2008/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,4589.0
2008/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,1462.0
2008/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,9276.0
2009/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,6404.0
2009/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,1944.0
2009/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,10124.0
2010/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,6967.0
2010/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,2749.0
2010/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,9874.0
2011/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,6641.0
2011/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,2186.0
2011/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,9647.0
2012/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,5202.0
2012/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,707.0
2012/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,8076.0
2013/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,4530.0
2013/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,588.0
2013/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,13033.0
2014/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,9247.0
2014/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,3008.0
2014/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,12628.0
2015/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,8548.0
2015/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,2542.0
2015/12,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,13452.0
2016/03,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,8565.0
2016/07,Canada,"Farm and commercial, total","Canola (rapeseed) (x 1,000)",v73866309,1.1.7,2016.0
1980/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1980/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1980/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1981/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1981/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1981/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1982/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1982/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1982/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1983/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1983/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1983/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1984/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1984/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1984/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1985/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1985/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1985/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1986/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1986/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1986/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1987/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1987/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1987/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1988/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1988/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1988/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1989/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1989/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1989/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1990/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1990/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1990/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1991/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1991/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1991/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1992/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1992/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1992/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1993/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1993/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1993/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1994/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1994/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1994/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1995/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1995/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1995/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1996/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1996/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1996/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1997/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1997/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1997/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1998/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1998/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1998/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1999/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1999/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
1999/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2000/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2000/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2000/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2001/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2001/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2001/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2002/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2002/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,..
2002/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,155.0
2003/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,139.0
2003/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,107.0
2003/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,131.0
2004/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,113.0
2004/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,68.0
2004/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,87.0
2005/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,75.0
2005/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,42.0
2005/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,82.0
2006/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,50.0
2006/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,17.0
2006/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,93.0
2007/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,61.0
2007/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,10.0
2007/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,182.0
2008/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,142.0
2008/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,92.0
2008/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,130.0
2009/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,105.0
2009/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,62.0
2009/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,90.0
2010/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,66.0
2010/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,20.0
2010/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,100.0
2011/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,65.0
2011/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,22.0
2011/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,70.0
2012/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,47.0
2012/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,11.0
2012/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,134.0
2013/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,97.0
2013/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,54.0
2013/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,193.0
2014/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,178.0
2014/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,0.0
2014/12,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,0.0
2015/03,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,0.0
2015/07,Canada,"Farm and commercial, total","Chick peas (x 1,000)",v73866317,1.1.16,0.0
1980/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,2507.0
1980/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1477.0
1980/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,..
1981/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,2421.0
1981/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1328.0
1981/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,2089.0
1982/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1545.0
1982/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,692.0
1982/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1916.0
1983/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1244.0
1983/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,486.0
1983/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1956.0
1984/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,946.0
1984/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,120.0
1984/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,2192.0
1985/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1387.0
1985/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,460.0
1985/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,2711.0
1986/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1873.0
1986/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,950.0
1986/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3149.0
1987/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3366.0
1987/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1170.0
1987/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5628.0
1988/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3564.0
1988/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1302.0
1988/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,4510.0
1989/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,2810.0
1989/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1002.0
1989/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5000.0
1990/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,2977.0
1990/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,959.0
1990/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5934.0
1991/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3611.0
1991/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1534.0
1991/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5527.0
1992/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3613.0
1992/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1524.0
1992/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,4300.0
1993/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,2935.0
1993/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,1226.0
1993/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5250.0
1994/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3064.0
1994/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,580.0
1994/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5597.0
1995/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3582.0
1995/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,703.0
1995/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5465.0
1996/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3244.0
1996/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,721.0
1996/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5781.0
1997/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,4226.0
1997/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,970.0
1997/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,5998.0
1998/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,3773.0
1998/07,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,892.0
1998/12,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,7249.0
1999/03,Canada,"Farm and commercial, total","Corn for grain (x 1,000)",v73866310,1.1.8,4124.0
