Ref_Date,GEO,VALUE,PRODUCE,PROCESS,Vector,Coordinate,Value
1966,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,4300.0
1967,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,4400.0
1968,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3900.0
1969,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3900.0
1970,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3400.0
1971,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3900.0
1972,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,4100.0
1973,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3300.0
1974,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3300.0
1975,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,x
1976,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3800.0
1977,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3000.0
1978,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3500.0
1979,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,2600.0
1980,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,2500.0
1981,Maritime provinces,Average yield per acre (pounds),Corn,Fresh,v73495,2.2.2.1,3500.0
1940,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,x
1941,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,0.0
1942,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,0.0
1943,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,780.0
1944,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,700.0
1945,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,650.0
1946,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1005.0
1947,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,677.0
1948,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1275.0
1949,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,720.0
1950,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1610.0
1951,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,0.0
1952,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,825.0
1953,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,800.0
1954,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,670.0
1955,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,958.0
1956,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,711.0
1957,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1084.0
1958,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1055.0
1959,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,794.0
1960,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1335.0
1961,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1531.0
1962,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1257.0
1963,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,2160.0
1964,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1972.0
1965,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1491.0
1966,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1513.0
1967,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1736.0
1968,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1588.0
1969,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1548.0
1970,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1283.0
1971,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1492.0
1972,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1672.0
1973,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1407.0
1974,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1511.0
1975,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,x
1976,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1729.0
1977,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1447.0
1978,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1771.0
1979,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1387.0
1980,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,1449.0
1981,Maritime provinces,Total production (tons),Corn,Fresh,v73504,2.3.2.1,2240.0
1940,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1941,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1942,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1943,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1944,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1945,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1946,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1947,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1948,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1949,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1950,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1951,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1952,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,0.0
1953,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,85.0
1954,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,72.0
1955,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,72.0
1956,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,85.0
1957,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,97.0
1958,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,113.0
1959,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,87.0
1960,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,143.0
1961,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,174.0
1962,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,141.0
1963,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,247.0
1964,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,188.0
1965,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,200.0
1966,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,173.0
1967,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,210.0
1968,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,249.0
1969,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,232.0
1970,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,195.0
1971,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,220.0
1972,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,243.0
1973,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,253.0
1974,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,304.0
1975,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,x
1976,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,445.0
1977,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,429.0
1978,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,477.0
1979,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,443.0
1980,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,523.0
1981,Maritime provinces,"Farm value (dollars x 1,000)",Corn,Fresh,v73513,2.4.2.1,769.0
1971,Maritime provinces,Area contracted,Corn,Processed,v73578,2.6.2.2,0.0
1972,Maritime provinces,Area contracted,Corn,Processed,v73578,2.6.2.2,0.0
1973,Maritime provinces,Area contracted,Corn,Processed,v73578,2.6.2.2,0.0
1974,Maritime provinces,Area contracted,Corn,Processed,v73578,2.6.2.2,x
1975,Maritime provinces,Area contracted,Corn,Processed,v73578,2.6.2.2,x
1940,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1941,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1942,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1943,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1944,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1945,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1946,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1947,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1948,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1949,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1950,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1951,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1952,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1953,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1954,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1955,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1956,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1957,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1958,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1959,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1960,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1961,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,200.0
1962,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,200.0
1963,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1964,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1965,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1966,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1967,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1968,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1969,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,0.0
1970,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1971,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1972,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1973,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1974,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1975,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1976,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,8.0
1977,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1978,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,5.0
1979,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1980,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,10.0
1981,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,13.0
1982,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1983,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1984,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1985,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1986,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,14.0
1987,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1988,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1989,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1990,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1991,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,17.0
1992,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,20.0
1993,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,20.0
1994,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,20.0
1995,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,15.0
1996,Prince Edward Island,Area planted,Beans,Fresh,v72956,3.1.1.1,x
1940,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1941,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1942,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1943,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1944,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1945,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1946,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1947,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1948,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1949,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1950,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1951,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1952,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1953,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1954,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1955,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1956,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1957,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1958,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1959,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1960,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,0.0
1961,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,40.0
1962,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,40.0
1963,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,50.0
1964,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,40.0
1965,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,50.0
1966,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,40.0
1967,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,40.0
1968,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,50.0
1969,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,40.0
1970,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,50.0
1971,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,30.0
1972,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,50.0
1973,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,60.0
1974,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,50.0
1975,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,40.0
1976,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,50.0
1977,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,60.0
1978,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,50.0
1979,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,60.0
1980,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,70.0
1981,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,74.0
1982,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,80.0
1983,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,75.0
1984,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,80.0
1985,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,70.0
1986,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,59.0
1987,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,65.0
1988,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,80.0
1989,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,80.0
1990,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,110.0
1991,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,114.0
1992,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,115.0
1993,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,100.0
1994,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,95.0
1995,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,80.0
1996,Prince Edward Island,Area planted,Corn,Fresh,v73487,3.1.2.1,75.0
1940,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1941,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1942,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1943,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1944,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1945,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1946,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1947,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1948,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1949,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1950,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1951,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1952,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1953,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1954,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1955,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1956,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1957,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1958,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1959,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1960,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,0.0
1961,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1962,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1963,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1964,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1965,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1966,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1967,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1968,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1969,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1970,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1971,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1972,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,10.0
1973,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,20.0
1974,Prince Edward Island,Area planted,Tomatoes,Fresh,v74073,3.1.3.1,20.0
